name,kind,bus0,bus1,v_nom,s_nom,length
T49902-49971-1,transformer,49902,49971,20.0,9999.0,0.0
T49902-49973-1,transformer,49902,49973,20.0,9999.0,0.0
T49912-49994-1,transformer,49912,49994,20.0,9999.0,0.0
T49932-49976-1,transformer,49932,49976,20.0,9999.0,0.0
T49942-49975-1,transformer,49942,49975,20.0,9999.0,0.0
T49952-49977-1,transformer,49952,49977,20.0,9999.0,0.0
T49962-49974-1,transformer,49962,49974,20.0,9999.0,0.0
T49982-49972-1,transformer,49982,49972,20.0,9999.0,0.0
T49994-49992-1,transformer,49994,49992,20.0,9999.0,0.0
T50014-50012-1,transformer,50014,50012,38.0,9999.0,0.0
T50012-50071-1,transformer,50012,50071,20.0,9999.0,0.0
T50014-50022-1,transformer,50014,50022,38.0,9999.0,0.0
T50301-50371-1,transformer,50301,50371,10.0,9999.0,0.0
T51911-51902-1,transformer,51911,51902,110.0,9999.0,0.0
T51902-51971-1,transformer,51902,51971,33.0,9999.0,0.0
T51911-51922-1,transformer,51911,51922,110.0,9999.0,0.0
T51922-51972-1,transformer,51922,51972,33.0,9999.0,0.0
T52234-52201-1,transformer,52234,52201,38.0,9999.0,0.0
T52214-52202-1,transformer,52214,52202,38.0,9999.0,0.0
T52202-68311-1,transformer,52202,68311,20.0,9999.0,0.0
T52204-52212-1,transformer,52204,52212,38.0,9999.0,0.0
T52204-52232-1,transformer,52204,52232,38.0,9999.0,0.0
T52211-68128-1,transformer,52211,68128,10.0,9999.0,0.0
T52212-52271-1,transformer,52212,52271,20.0,9999.0,0.0
T52414-67059-1,transformer,52414,67059,38.0,9999.0,0.0
T52604-52602-1,transformer,52604,52602,38.0,9999.0,0.0
T52602-52671-1,transformer,52602,52671,20.0,9999.0,0.0
T52602-52672-1,transformer,52602,52672,20.0,9999.0,0.0
T52602-52677-1,transformer,52602,52677,20.0,9999.0,0.0
T52610-52614-3,transformer,52610,52614,110.0,9999.0,0.0
T52615-52612-1,transformer,52615,52612,38.0,9999.0,0.0
T52612-52673-1,transformer,52612,52673,20.0,9999.0,0.0
T52625-52622-1,transformer,52625,52622,38.0,9999.0,0.0
T52622-68219-1,transformer,52622,68219,20.0,9999.0,0.0
T52634-52632-1,transformer,52634,52632,38.0,9999.0,0.0
T52632-52676-1,transformer,52632,52676,20.0,9999.0,0.0
T52644-52642-1,transformer,52644,52642,38.0,9999.0,0.0
T52642-52675-1,transformer,52642,52675,20.0,9999.0,0.0
T52702-52700-1,transformer,52702,52700,20.0,9999.0,0.0
T52705-52702-1,transformer,52705,52702,38.0,45.0,0.0
T52705-52712-1,transformer,52705,52712,38.0,9999.0,0.0
T52712-52778-1,transformer,52712,52778,20.0,9999.0,0.0
T52714-52752-1,transformer,52714,52752,38.0,9999.0,0.0
T52764-52722-1,transformer,52764,52722,38.0,9999.0,0.0
T52722-52771-1,transformer,52722,52771,20.0,9999.0,0.0
T52732-52773-1,transformer,52732,52773,20.0,9999.0,0.0
T52794-52732-1,transformer,52794,52732,38.0,9999.0,0.0
T52744-52742-1,transformer,52744,52742,38.0,9999.0,0.0
T52742-68410-1,transformer,52742,68410,20.0,9999.0,0.0
T52784-52782-1,transformer,52784,52782,38.0,9999.0,0.0
T52782-68181-1,transformer,52782,68181,20.0,9999.0,0.0
T52804-52802-1,transformer,52804,52802,38.0,9999.0,0.0
T52804-52812-1,transformer,52804,52812,38.0,9999.0,0.0
T52804-52813-1,transformer,52804,52813,38.0,9999.0,0.0
T52804-52814-1,transformer,52804,52814,38.0,9999.0,0.0
T52804-52815-1,transformer,52804,52815,38.0,9999.0,0.0
T52804-52816-1,transformer,52804,52816,38.0,9999.0,0.0
T52804-52817-1,transformer,52804,52817,38.0,9999.0,0.0
T52812-52873-1,transformer,52812,52873,20.0,9999.0,0.0
T52813-52871-1,transformer,52813,52871,20.0,9999.0,0.0
T52814-52875-1,transformer,52814,52875,20.0,9999.0,0.0
T52815-52876-1,transformer,52815,52876,20.0,9999.0,0.0
T52816-52872-1,transformer,52816,52872,20.0,9999.0,0.0
T52817-52878-1,transformer,52817,52878,20.0,9999.0,0.0
T52903-52971-1,transformer,52903,52971,33.0,9999.0,0.0
T53014-53002-1,transformer,53014,53002,38.0,9999.0,0.0
T53012-68154-1,transformer,53012,68154,20.0,9999.0,0.0
T53022-68158-1,transformer,53022,68158,20.0,9999.0,0.0
T53034-53032-1,transformer,53034,53032,38.0,9999.0,0.0
T53032-68131-1,transformer,53032,68131,20.0,9999.0,0.0
T53034-53042-1,transformer,53034,53042,38.0,9999.0,0.0
T53034-53052-1,transformer,53034,53052,38.0,9999.0,0.0
T53062-68157-1,transformer,53062,68157,20.0,9999.0,0.0
T53072-67213-1,transformer,53072,67213,20.0,9999.0,0.0
T53214-53211-1,transformer,53214,53211,38.0,9999.0,0.0
T53214-53211-2,transformer,53214,53211,38.0,9999.0,0.0
T53404-53401-1,transformer,53404,53401,38.0,9999.0,0.0
T53401-53473-1,transformer,53401,53473,10.0,9999.0,0.0
T53404-53411-1,transformer,53404,53411,38.0,9999.0,0.0
T53404-53412-1,transformer,53404,53412,38.0,9999.0,0.0
T53411-53472-1,transformer,53411,53472,10.0,9999.0,0.0
T53412-53471-1,transformer,53412,53471,20.0,9999.0,0.0
T53414-53431-1,transformer,53414,53431,38.0,9999.0,0.0
T53414-53431-2,transformer,53414,53431,38.0,9999.0,0.0
T53421-53474-1,transformer,53421,53474,10.0,9999.0,0.0
T53604-53612-1,transformer,53604,53612,38.0,9999.0,0.0
T53604-53615-1,transformer,53604,53615,38.0,9999.0,0.0
T53604-53616-1,transformer,53604,53616,38.0,9999.0,0.0
T53612-53672-1,transformer,53612,53672,20.0,9999.0,0.0
T53624-53613-1,transformer,53624,53613,38.0,9999.0,0.0
T53613-53673-1,transformer,53613,53673,20.0,9999.0,0.0
T53615-53671-1,transformer,53615,53671,20.0,9999.0,0.0
T53616-53674-1,transformer,53616,53674,20.0,9999.0,0.0
T53801-53802-1,transformer,53801,53802,10.0,9999.0,0.0
T53804-53801-1,transformer,53804,53801,38.0,9999.0,0.0
T53802-53871-1,transformer,53802,53871,20.0,9999.0,0.0
T54414-54401-1,transformer,54414,54401,38.0,9999.0,0.0
T54414-54401-2,transformer,54414,54401,38.0,9999.0,0.0
T54424-54402-1,transformer,54424,54402,38.0,9999.0,0.0
T54424-54402-2,transformer,54424,54402,38.0,9999.0,0.0
T54404-54484-1,transformer,54404,54484,38.0,9999.0,0.0
T54424-54412-1,transformer,54424,54412,38.0,9999.0,0.0
T54425-54471-2,transformer,54425,54471,20.0,9999.0,0.0
T54426-54472-2,transformer,54426,54472,20.0,9999.0,0.0
T54426-68408-1,transformer,54426,68408,20.0,9999.0,0.0
T54431-54473-1,transformer,54431,54473,10.0,9999.0,0.0
T54484-54474-1,transformer,54484,54474,20.0,9999.0,0.0
T54503-54571-1,transformer,54503,54571,33.0,9999.0,0.0
T55004-55001-1,transformer,55004,55001,38.0,9999.0,0.0
T55001-68325-1,transformer,55001,68325,10.0,9999.0,0.0
T55004-55012-1,transformer,55004,55012,38.0,9999.0,0.0
T55004-55022-1,transformer,55004,55022,38.0,9999.0,0.0
T55004-55032-1,transformer,55004,55032,38.0,9999.0,0.0
T55004-55076-1,transformer,55004,55076,38.0,9999.0,0.0
T55012-55071-1,transformer,55012,55071,20.0,9999.0,0.0
T55022-55072-1,transformer,55022,55072,20.0,9999.0,0.0
T55024-55042-1,transformer,55024,55042,38.0,9999.0,0.0
T55024-55042-2,transformer,55024,55042,38.0,9999.0,0.0
T55032-55073-1,transformer,55032,55073,20.0,9999.0,0.0
T55052-55074-1,transformer,55052,55074,20.0,9999.0,0.0
T62004-62002-1,transformer,62004,62002,38.0,9999.0,0.0
T62004-62002-2,transformer,62004,62002,38.0,9999.0,0.0
T62005-67034-1,transformer,62005,67034,33.0,9999.0,0.0
T66094-66095-1,transformer,66094,66095,110.0,9999.0,0.0
T68290-68296-1,transformer,68290,68296,38.0,9999.0,0.0
T68296-68297-1,transformer,68296,68297,20.0,9999.0,0.0
T69302-69335-1,transformer,69302,69335,20.0,9999.0,0.0
T70010-70030-1,transformer,70010,70030,110.0,9999.0,0.0
T70311-70330-1,transformer,70311,70330,110.0,9999.0,0.0
T70312-70330-1,transformer,70312,70330,110.0,9999.0,0.0
T70510-70507-1,transformer,70510,70507,110.0,9999.0,0.0
T70510-70508-1,transformer,70510,70508,110.0,9999.0,0.0
T70510-70516-1,transformer,70510,70516,110.0,9999.0,0.0
T70520-70513-1,transformer,70520,70513,275.0,9999.0,0.0
T70520-70514-1,transformer,70520,70514,275.0,9999.0,0.0
T70520-70515-1,transformer,70520,70515,275.0,9999.0,0.0
T71011-71031-1,transformer,71011,71031,110.0,9999.0,0.0
T71011-71032-1,transformer,71011,71032,110.0,9999.0,0.0
T71012-71031-1,transformer,71012,71031,110.0,9999.0,0.0
T71012-71032-1,transformer,71012,71032,110.0,9999.0,0.0
T71511-71530-1,transformer,71511,71530,110.0,9999.0,0.0
T71511-71530-2,transformer,71511,71530,110.0,9999.0,0.0
T71512-71530-1,transformer,71512,71530,110.0,9999.0,0.0
T71512-71530-2,transformer,71512,71530,110.0,9999.0,0.0
T72511-72530-1,transformer,72511,72530,110.0,9999.0,0.0
T72512-72530-1,transformer,72512,72530,110.0,9999.0,0.0
T73011-73031-1,transformer,73011,73031,110.0,9999.0,0.0
T73012-73032-1,transformer,73012,73032,110.0,9999.0,0.0
T73500-73501-1,transformer,73500,73501,110.0,100.0,0.0
T73510-73530-1,transformer,73510,73530,110.0,9999.0,0.0
T74011-74030-1,transformer,74011,74030,110.0,9999.0,0.0
T74012-74030-1,transformer,74012,74030,110.0,9999.0,0.0
T74511-74514-1,transformer,74511,74514,110.0,9999.0,0.0
T74711-74730-1,transformer,74711,74730,110.0,9999.0,0.0
T74712-74730-1,transformer,74712,74730,110.0,9999.0,0.0
T75010-75030-1,transformer,75010,75030,110.0,9999.0,0.0
T75010-75030-2,transformer,75010,75030,110.0,9999.0,0.0
T75510-75508-1,transformer,75510,75508,110.0,9999.0,0.0
T75510-75515-1,transformer,75510,75515,110.0,9999.0,0.0
T75510-75530-1,transformer,75510,75530,110.0,9999.0,0.0
T75510-75530-2,transformer,75510,75530,110.0,9999.0,0.0
T75520-75516-1,transformer,75520,75516,275.0,9999.0,0.0
T75610-75630-1,transformer,75610,75630,110.0,9999.0,0.0
T75810-75830-1,transformer,75810,75830,110.0,9999.0,0.0
T75810-75830-2,transformer,75810,75830,110.0,9999.0,0.0
T76011-76031-1,transformer,76011,76031,110.0,9999.0,0.0
T76012-76031-1,transformer,76012,76031,110.0,9999.0,0.0
T76511-76532-1,transformer,76511,76532,110.0,9999.0,0.0
T76512-76532-1,transformer,76512,76532,110.0,9999.0,0.0
T76513-76531-1,transformer,76513,76531,110.0,9999.0,0.0
T76514-76531-1,transformer,76514,76531,110.0,9999.0,0.0
T77010-77030-1,transformer,77010,77030,110.0,9999.0,0.0
T77010-77030-2,transformer,77010,77030,110.0,9999.0,0.0
T77210-77230-1,transformer,77210,77230,110.0,9999.0,0.0
T77511-77530-1,transformer,77511,77530,110.0,9999.0,0.0
T77511-77530-2,transformer,77511,77530,110.0,9999.0,0.0
T78511-78530-1,transformer,78511,78530,110.0,9999.0,0.0
T78512-78530-1,transformer,78512,78530,110.0,9999.0,0.0
T79010-79030-1,transformer,79010,79030,110.0,9999.0,0.0
T79010-79030-2,transformer,79010,79030,110.0,9999.0,0.0
T79010-79030-3,transformer,79010,79030,110.0,9999.0,0.0
T80011-80030-1,transformer,80011,80030,110.0,9999.0,0.0
T80012-80030-1,transformer,80012,80030,110.0,9999.0,0.0
T80511-80531-1,transformer,80511,80531,110.0,9999.0,0.0
T80710-80730-1,transformer,80710,80730,110.0,9999.0,0.0
T81510-81530-1,transformer,81510,81530,110.0,9999.0,0.0
T81510-81531-1,transformer,81510,81531,110.0,9999.0,0.0
T81810-81830-1,transformer,81810,81830,110.0,9999.0,0.0
T82001-82011-1,transformer,82001,82011,17.0,9999.0,0.0
T82020-82001-1,transformer,82020,82001,275.0,9999.0,0.0
T82002-82012-1,transformer,82002,82012,17.0,9999.0,0.0
T82020-82002-1,transformer,82020,82002,275.0,9999.0,0.0
T82020-82006-1,transformer,82020,82006,275.0,9999.0,0.0
T82020-82007-1,transformer,82020,82007,275.0,9999.0,0.0
T82511-82530-1,transformer,82511,82530,110.0,9999.0,0.0
T82512-82530-1,transformer,82512,82530,110.0,9999.0,0.0
T83011-83030-1,transformer,83011,83030,110.0,9999.0,0.0
T83012-83030-1,transformer,83012,83030,110.0,9999.0,0.0
T83510-83530-1,transformer,83510,83530,110.0,9999.0,0.0
T83510-83530-2,transformer,83510,83530,110.0,9999.0,0.0
T84011-84030-1,transformer,84011,84030,110.0,9999.0,0.0
T84012-84030-1,transformer,84012,84030,110.0,9999.0,0.0
T84411-84430-1,transformer,84411,84430,110.0,9999.0,0.0
T84412-84430-1,transformer,84412,84430,110.0,9999.0,0.0
T84511-84530-1,transformer,84511,84530,110.0,9999.0,0.0
T84512-84530-1,transformer,84512,84530,110.0,9999.0,0.0
T85510-85530-1,transformer,85510,85530,110.0,9999.0,0.0
T85510-85530-2,transformer,85510,85530,110.0,9999.0,0.0
T86311-86330-1,transformer,86311,86330,110.0,9999.0,0.0
T86312-86330-1,transformer,86312,86330,110.0,9999.0,0.0
T86511-86530-1,transformer,86511,86530,110.0,9999.0,0.0
T86512-86530-1,transformer,86512,86530,110.0,9999.0,0.0
T87510-87530-1,transformer,87510,87530,110.0,9999.0,0.0
T87510-87530-2,transformer,87510,87530,110.0,9999.0,0.0
T87900-87930-1,transformer,87900,87930,110.0,9999.0,0.0
T88011-88030-1,transformer,88011,88030,110.0,9999.0,0.0
T88012-88030-1,transformer,88012,88030,110.0,9999.0,0.0
T88511-88530-1,transformer,88511,88530,110.0,9999.0,0.0
T88512-88530-1,transformer,88512,88530,110.0,9999.0,0.0
T89210-89201-1,transformer,89210,89201,110.0,9999.0,0.0
T89201-89232-1,transformer,89201,89232,20.0,9999.0,0.0
T89311-89330-1,transformer,89311,89330,110.0,9999.0,0.0
T89312-89330-1,transformer,89312,89330,110.0,9999.0,0.0
T89510-89530-1,transformer,89510,89530,110.0,9999.0,0.0
T89510-89530-2,transformer,89510,89530,110.0,9999.0,0.0
T90011-90031-1,transformer,90011,90031,110.0,9999.0,0.0
T90210-90230-1,transformer,90210,90230,110.0,9999.0,0.0
T90310-90330-1,transformer,90310,90330,110.0,9999.0,0.0
T90511-90530-1,transformer,90511,90530,110.0,9999.0,0.0
T90512-90530-1,transformer,90512,90530,110.0,9999.0,0.0
T1072-1041-10421-2-w3,transformer,star:1072-1041-10421-2,10421,10.5,125.0,0.0
T1122-1121-11221-1-w3,transformer,star:1122-1121-11221-1,11221,10.5,63.0,0.0
T1122-1121-11222-2-w3,transformer,star:1122-1121-11222-2,11222,10.5,125.0,0.0
T1212-1211-12121-1-w3,transformer,star:1212-1211-12121-1,12121,10.5,250.0,0.0
T1212-12111-12122-2-w3,transformer,star:1212-12111-12122-2,12122,10.5,250.0,0.0
T1472-1471-14721-1-w3,transformer,star:1472-1471-14721-1,14721,10.5,250.0,0.0
T1602-1601-16022-1-w3,transformer,star:1602-1601-16022-1,16022,10.5,250.0,0.0
T1602-16011-16021-1-w3,transformer,star:1602-16011-16021-1,16021,10.5,250.0,0.0
T1642-1641-16421-1-w3,transformer,star:1642-1641-16421-1,16421,10.5,238.0,0.0
T1642-1641-16422-2-w3,transformer,star:1642-1641-16422-2,16422,10.5,250.0,0.0
T1642-16411-16424-4-w3,transformer,star:1642-16411-16424-4,16424,10.5,175.0,0.0
T1742-1741-17421-1-w3,transformer,star:1742-1741-17421-1,17421,10.5,250.0,0.0
T1742-1741-17422-2-w3,transformer,star:1742-1741-17422-2,17422,10.5,250.0,0.0
T1742-17411-17423-3-w3,transformer,star:1742-17411-17423-3,17423,10.5,250.0,0.0
T1742-17411-17424-4-w3,transformer,star:1742-17411-17424-4,17424,10.5,250.0,0.0
T1941-19473-19472-1-w1,transformer,star:1941-19473-19472-1,1941,110.0,140.0,0.0
T1941-19473-19472-1-w2,transformer,star:1941-19473-19472-1,19473,11.5,140.0,0.0
T1941-19473-19472-1-w3,transformer,star:1941-19473-19472-1,19472,11.5,140.0,0.0
T2002-2001-20021-1-w3,transformer,star:2002-2001-20021-1,20021,10.5,250.0,0.0
T2042-2041-20421-1-w3,transformer,star:2042-2041-20421-1,20421,10.5,250.0,0.0
T2042-20416-20424-4-w3,transformer,star:2042-20416-20424-4,20424,10.5,250.0,0.0
T2052-2041-20422-2-w3,transformer,star:2052-2041-20422-2,20422,10.5,250.0,0.0
T2204-2202-22021-1-w3,transformer,star:2204-2202-22021-1,22021,17.5,500.0,0.0
T2204-2202-22022-2-w3,transformer,star:2204-2202-22022-2,22022,17.5,500.0,0.0
T2522-2521-25221-1-w3,transformer,star:2522-2521-25221-1,25221,10.5,125.0,0.0
T2522-2521-25222-2-w3,transformer,star:2522-2521-25222-2,25222,10.5,125.0,0.0
T2562-2561-25621-1-w3,transformer,star:2562-2561-25621-1,25621,10.5,250.0,0.0
T2562-2571-25622-2-w3,transformer,star:2562-2571-25622-2,25622,10.5,250.0,0.0
T2563-2561-25624-4-w3,transformer,star:2563-2561-25624-4,25624,10.5,250.0,0.0
T2563-2571-25625-5-w3,transformer,star:2563-2571-25625-5,25625,10.5,250.0,0.0
T2671-26700-26701-1-w1,transformer,star:2671-26700-26701-1,2671,110.0,9999.0,0.0
T2671-26700-26701-1-w2,transformer,star:2671-26700-26701-1,26700,20.0,999.0,0.0
T2671-26700-26701-1-w3,transformer,star:2671-26700-26701-1,26701,11.0,999.0,0.0
T2742-2741-27421-1-w3,transformer,star:2742-2741-27421-1,27421,10.5,125.0,0.0
T2742-2741-27422-2-w3,transformer,star:2742-2741-27422-2,27422,10.5,125.0,0.0
T2842-2841-28421-1-w3,transformer,star:2842-2841-28421-1,28421,10.5,250.0,0.0
T2962-29672-29671-1-w1,transformer,star:2962-29672-29671-1,2962,220.0,433.0,0.0
T2962-29672-29671-1-w2,transformer,star:2962-29672-29671-1,29672,16.0,288.0,0.0
T2962-29672-29671-1-w3,transformer,star:2962-29672-29671-1,29671,10.5,150.0,0.0
T3082-3081-30822-2-w3,transformer,star:3082-3081-30822-2,30822,10.5,250.0,0.0
T3082-3091-30824-4-w3,transformer,star:3082-3091-30824-4,30824,10.5,250.0,0.0
T3192-3191-31922-1-w3,transformer,star:3192-3191-31922-1,31922,10.5,250.0,0.0
T3192-31911-31927-2-w3,transformer,star:3192-31911-31927-2,31927,10.5,250.0,0.0
T3202-3201-32021-1-w3,transformer,star:3202-3201-32021-1,32021,10.5,250.0,0.0
T3203-3209-32022-2-w3,transformer,star:3203-3209-32022-2,32022,10.5,250.0,0.0
T3282-3281-32821-1-w3,transformer,star:3282-3281-32821-1,32821,10.5,63.0,0.0
T3282-3281-32822-2-w3,transformer,star:3282-3281-32822-2,32822,10.5,63.0,0.0
T3282-3281-32823-3-w3,transformer,star:3282-3281-32823-3,32823,10.5,250.0,0.0
T3282-32810-32824-4-w3,transformer,star:3282-32810-32824-4,32824,10.5,125.0,0.0
T3332-3331-33321-1-w3,transformer,star:3332-3331-33321-1,33321,10.5,250.0,0.0
T3332-3331-33323-3-w3,transformer,star:3332-3331-33323-3,33323,10.5,250.0,0.0
T3342-3341-33421-1-w3,transformer,star:3342-3341-33421-1,33421,10.5,125.0,0.0
T3342-3341-33422-2-w3,transformer,star:3342-3341-33422-2,33422,10.5,125.0,0.0
T3462-3461-34621-1-w3,transformer,star:3462-3461-34621-1,34621,10.5,250.0,0.0
T3462-3461-34622-2-w3,transformer,star:3462-3461-34622-2,34622,10.5,250.0,0.0
T3472-3471-34721-1-w3,transformer,star:3472-3471-34721-1,34721,10.5,250.0,0.0
T3472-3471-34722-2-w3,transformer,star:3472-3471-34722-2,34722,10.5,250.0,0.0
T3472-3471-34723-3-w3,transformer,star:3472-3471-34723-3,34723,10.5,250.0,0.0
T3472-3471-34724-4-w3,transformer,star:3472-3471-34724-4,34724,10.5,250.0,0.0
T3522-3521-35221-1-w3,transformer,star:3522-3521-35221-1,35221,10.5,125.0,0.0
T3522-3521-35223-3-w3,transformer,star:3522-3521-35223-3,35223,10.5,125.0,0.0
T3522-35211-35222-2-w3,transformer,star:3522-35211-35222-2,35222,10.5,125.0,0.0
T3522-35211-35224-4-w3,transformer,star:3522-35211-35224-4,35224,10.5,250.0,0.0
T3522-35231-35236-1-w3,transformer,star:3522-35231-35236-1,35236,10.5,300.0,0.0
T3522-35231-35238-3-w3,transformer,star:3522-35231-35238-3,35238,10.5,300.0,0.0
T3522-35232-35237-2-w3,transformer,star:3522-35232-35237-2,35237,10.5,600.0,0.0
T3642-3641-36421-1-w3,transformer,star:3642-3641-36421-1,36421,10.5,250.0,0.0
T3842-3851-38423-3-w3,transformer,star:3842-3851-38423-3,38423,10.5,125.0,0.0
T3842-3851-38424-4-w3,transformer,star:3842-3851-38424-4,38424,10.5,250.0,0.0
T3852-3841-38421-1-w3,transformer,star:3852-3841-38421-1,38421,10.5,125.0,0.0
T3852-3841-38422-2-w3,transformer,star:3852-3841-38422-2,38422,10.5,238.0,0.0
T3934-3942-39402-1-w3,transformer,star:3934-3942-39402-1,39402,17.5,500.0,0.0
T3940-3941-39423-1-w3,transformer,star:3940-3941-39423-1,39423,10.5,250.0,0.0
T3954-3942-39421-2-w3,transformer,star:3954-3942-39421-2,39421,17.5,500.0,0.0
T4242-42471-42472-1-w1,transformer,star:4242-42471-42472-1,4242,220.0,300.0,0.0
T4242-42471-42472-1-w2,transformer,star:4242-42471-42472-1,42471,10.5,300.0,0.0
T4242-42471-42472-1-w3,transformer,star:4242-42471-42472-1,42472,10.5,300.0,0.0
T4384-4382-43821-1-w3,transformer,star:4384-4382-43821-1,43821,17.5,500.0,0.0
T4472-4461-44623-3-w3,transformer,star:4472-4461-44623-3,44623,10.5,250.0,0.0
T4472-4471-44624-4-w3,transformer,star:4472-4471-44624-4,44624,10.5,250.0,0.0
T4722-4721-47221-1-w3,transformer,star:4722-4721-47221-1,47221,10.5,238.0,0.0
T4722-47210-47222-2-w3,transformer,star:4722-47210-47222-2,47222,10.5,250.0,0.0
T4942-4941-49422-2-w3,transformer,star:4942-4941-49422-2,49422,10.5,125.0,0.0
T4943-4941-49421-1-w3,transformer,star:4943-4941-49421-1,49421,10.5,125.0,0.0
T5042-5041-50421-1-w3,transformer,star:5042-5041-50421-1,50421,10.5,250.0,0.0
T5142-51410-51422-2-w3,transformer,star:5142-51410-51422-2,51422,10.5,238.0,0.0
T5172-51771-51772-1-w1,transformer,star:5172-51771-51772-1,5172,220.0,495.0,0.0
T5172-51771-51772-1-w2,transformer,star:5172-51771-51772-1,51771,15.75,325.0,0.0
T5172-51771-51772-1-w3,transformer,star:5172-51771-51772-1,51772,15.0,170.0,0.0
T5202-52071-52072-1-w1,transformer,star:5202-52071-52072-1,5202,220.0,175.0,0.0
T5202-52071-52072-1-w2,transformer,star:5202-52071-52072-1,52071,10.5,87.5,0.0
T5202-52071-52072-1-w3,transformer,star:5202-52071-52072-1,52072,10.5,87.5,0.0
T5202-52073-52074-2-w1,transformer,star:5202-52073-52074-2,5202,220.0,175.0,0.0
T5202-52073-52074-2-w2,transformer,star:5202-52073-52074-2,52073,10.5,87.5,0.0
T5202-52073-52074-2-w3,transformer,star:5202-52073-52074-2,52074,10.5,87.5,0.0
T5464-5462-54621-1-w3,transformer,star:5464-5462-54621-1,54621,17.5,500.0,0.0
T5464-5462-54624-4-w3,transformer,star:5464-5462-54624-4,54624,17.5,500.0,0.0
T5464-54622-54623-2-w3,transformer,star:5464-54622-54623-2,54623,17.5,550.0,0.0
T30820-3081-30821-1-w3,transformer,star:30820-3081-30821-1,30821,10.5,250.0,0.0
T30820-3091-30826-3-w3,transformer,star:30820-3091-30826-3,30826,10.5,250.0,0.0
T70510-70520-70561-1-w3,transformer,star:70510-70520-70561-1,70561,22.0,30.0,0.0
T70510-70520-70562-1-w3,transformer,star:70510-70520-70562-1,70562,22.0,30.0,0.0
T74511-74520-74561-1-w3,transformer,star:74511-74520-74561-1,74561,22.0,30.0,0.0
T74511-74520-74562-1-w3,transformer,star:74511-74520-74562-1,74562,22.0,30.0,0.0
T74512-74520-74563-1-w3,transformer,star:74512-74520-74563-1,74563,22.0,30.0,0.0
T75510-75520-75561-1-w3,transformer,star:75510-75520-75561-1,75561,22.0,60.0,0.0
T75511-75520-75562-1-w3,transformer,star:75511-75520-75562-1,75562,22.0,30.0,0.0
T81010-81020-81061-1-w3,transformer,star:81010-81020-81061-1,81061,22.0,45.0,0.0
T81010-81020-81062-1-w3,transformer,star:81010-81020-81062-1,81062,22.0,60.0,0.0
T81011-81020-81063-1-w3,transformer,star:81011-81020-81063-1,81063,22.0,60.0,0.0
T81510-81520-81561-1-w3,transformer,star:81510-81520-81561-1,81561,22.0,45.0,0.0
T81510-81520-81562-1-w3,transformer,star:81510-81520-81562-1,81562,22.0,45.0,0.0
T82020-82003-82004-1-w1,transformer,star:82020-82003-82004-1,82020,275.0,110.0,0.0
T82020-82003-82004-1-w2,transformer,star:82020-82003-82004-1,82003,11.5,55.0,0.0
T82020-82003-82004-1-w3,transformer,star:82020-82003-82004-1,82004,11.5,55.0,0.0
T90011-90020-90061-1-w3,transformer,star:90011-90020-90061-1,90061,22.0,30.0,0.0
T90011-90020-90062-1-w3,transformer,star:90011-90020-90062-1,90062,22.0,30.0,0.0
T90012-90020-90063-1-w3,transformer,star:90012-90020-90063-1,90063,22.0,60.0,0.0
T90310-90320-90361-1-w3,transformer,star:90310-90320-90361-1,90361,22.0,60.0,0.0
T90310-90320-90362-1-w3,transformer,star:90310-90320-90362-1,90362,22.0,60.0,0.0
