bus,bus_name,v_nom,parent,parent_name,x_to_parent,runner_up,runner_up_name,x_to_runner_up,attachments,margin
32532,MUINGNAMINNA,20.0,3251,REAMORE,1.03253,,,,1,
32542,REAMORE,20.0,3251,REAMORE,0.5075,,,,1,
32576,W_MUINGNAMIN,0.4,3251,REAMORE,1.50453,,,,1,
32577,W_MUINGNAMIN,0.4,3251,REAMORE,2.53253,,,,1,
34602,KILPADDOGE20,20.0,3461,KILPADDOGE,1.1,,,,1,
68165,W_KILPADDOGE,20.0,3461,KILPADDOGE,1.2339,,,,1,
22021,DUNS,17.5,star:2204-2202-22021-1,star point,0.007500000000000003,,,,1,
82007,KIL_OCGT7,19.0,82020,KILR2-,0.02583,,,,1,
38422,MAYN,10.5,star:3852-3841-38422-2,star point,0.0075,,,,1,
28202,CORNEEN,20.0,2821,GORTAWEE,2.7889999999999997,,,,1,
28204,GORTAWEE,38.0,2821,GORTAWEE,0.389,,,,1,
28271,W_CORNEEN,0.69,2821,GORTAWEE,4.648000000000001,,,,1,
28282,TULLYHAW,20.0,2821,GORTAWEE,1.589,,,,1,
47812,MOUNTAIN LOD,20.0,4781,RATRUSSAN,0.286,,,,1,
47872,W_MOUNTAIN_L,0.69,4781,RATRUSSAN,0.479,,,,1,
26704,GARVAGH,38.0,2671,GARVAGH,0.33,,,,1,
26732,W_DERRYSALLA,20.0,2671,GARVAGH,1.1300000000000001,,,,1,
14802,BEALLOUGH,20.0,1481,BUTLERSTOWN,2.896,,,,1,
14804,BUTLERSTOWN,38.0,1481,BUTLERSTOWN,0.496,,,,1,
14871,W_BEALLOUG,0.4,1481,BUTLERSTOWN,4.086,,,,1,
10602,ARIGNA,20.0,1061,ARIGNA,0.7,,,,1,
10671,W_CORRIEM,0.69,1061,ARIGNA,1.742,,,,1,
10672,W_KILRONAN,0.69,1061,ARIGNA,1.533,,,,1,
10673,W_SPIONKO,0.69,1061,ARIGNA,4.867,,,,1,
10674,W_SELTANAV,0.4,1061,ARIGNA,1.89,,,,1,
53801,GARYSPILLANE,10.0,5381,TIPPERARY,1.3860000000000001,,,,1,
53802,SLIEVEREAGH,20.0,5381,TIPPERARY,2.386,,,,1,
53804,TIPPERARY,38.0,5381,TIPPERARY,0.386,,,,1,
53871,W_SLIEVERA,0.4,5381,TIPPERARY,3.576,,,,1,
46214,RYEBROOK,10.0,4621,RYEBROOK,0.4,,,,1,
44703,PBEGG_FLEX,10.5,4472,POOLBEG SOUT,0.1,,,,1,
38903,CARRIGDANGAN,33.0,3891,CARRIGDANGAN,0.139,,,,1,
67044,W_CARRIGDANG,0.69,3891,CARRIGDANGAN,0.20900000000000002,,,,1,
15102,CLOGHBOOLA,20.0,1511,CLOGHBOOLA,0.229,,,,1,
15112,W_GLANRUDDER,20.0,1511,CLOGHBOOLA,0.2753,,,,1,
15122,DROMADABEG,20.0,1511,CLOGHBOOLA,0.2728,,,,1,
15132,CLOGHANALESK,20.0,1511,CLOGHBOOLA,0.5371,,,,1,
15142,GLANRUDDERY,20.0,1511,CLOGHBOOLA,0.2753,,,,1,
15162,GLANTAUNYALK,20.0,1511,CLOGHBOOLA,0.2671,,,,1,
15172,W_CLOGHANALE,0.69,1511,CLOGHBOOLA,1.2591,,,,1,
15174,W_GLANRUDDER,0.69,1511,CLOGHBOOLA,0.6363,,,,1,
15175,W_GLANTAUNYA,0.69,1511,CLOGHBOOLA,0.28450000000000003,,,,1,
82003,GEN_KILR,11.5,82020,KILR2-,0.30727,,,,1,
82004,GEN_KILR,11.5,82020,KILR2-,0.30364,,,,1,
star:82020-82003-82004-1,star point,,82020,KILR2-,0.01827500000000004,,,,1,
85530,MAKL3- C,33.0,85510,MAKL1-CL,0.2502,,,,1,
85590,RENEW_MA,33.0,85510,MAKL1-CL,0.25029999999999997,,,,1,
85591,WIND_CHU,33.0,85510,MAKL1-CL,0.2653,,,,1,
85592,WIND_CRI,33.0,85510,MAKL1-CL,0.37029999999999996,,,,1,
85593,WIND_THO,33.0,85510,MAKL1-CL,0.7373,,,,1,
88030,RATH3-,33.0,88012,RATH1B,0.2402,88011,RATH1A,0.2549,2,1.0611990008326395
53204,THORNSBERRY,38.0,5321,THORNSBERRY,0.305,,,,1,
53211,SRAH,10.0,5321,THORNSBERRY,1.1808,,,,1,
53214,SRAH,38.0,5321,THORNSBERRY,0.3808,,,,1,
53221,LEHINCH,38.0,5321,THORNSBERRY,0.485,,,,1,
70507,BAFDG7,11.0,70510,BAFD1-,0.2,,,,1,
89330,SPRN3-,33.0,89311,SPRN1A,0.247,89312,SPRN1B,0.2471,2,1.000404858299595
49902,SORNE HILL 1,20.0,4991,SORNE HILL,0.328,,,,1,
49971,W_SORNE_HILL,0.4,4991,SORNE HILL,0.485,,,,1,
49973,W_SORNE_HILL,0.4,4991,SORNE HILL,1.121,,,,1,
75508,COOLG8,11.0,75510,COOL1-,0.2,,,,1,
82002,KILRG2-,17.0,82020,KILR2-,0.0488,,,,1,
82012,KILR_AU2,11.0,82020,KILR2-,0.40167,,,,1,
62002,COOMATAGGART,20.0,6201,COOMATAGGART,1.00383,,,,1,
62004,COOMATAGGART,38.0,6201,COOMATAGGART,0.338,,,,1,
62014,COOMATAGGART,38.0,6201,COOMATAGGART,0.4393,,,,1,
68290,CLEANRAT_PH1,38.0,6201,COOMATAGGART,0.6525000000000001,,,,1,
68296,CLEANRATH,20.0,6201,COOMATAGGART,0.95,,,,1,
68297,W_CLEANRATH,0.69,6201,COOMATAGGART,1.1,,,,1,
53613,BEAM HILL,20.0,5361,TRILLICK,1.2444000000000002,,,,1,
53614,TRILLICK38B,38.0,5361,TRILLICK,0.338,,,,1,
53624,BEAMHILL,38.0,5361,TRILLICK,0.4444,,,,1,
53673,W_BEAMHIL,0.69,5361,TRILLICK,1.6014000000000002,,,,1,
68284,W_BEAMHILL_P,38.0,5361,TRILLICK,0.4445,,,,1,
49421,SHBG,10.5,star:4943-4941-49421-1,star point,0.007499999999999993,,,,1,
52071,TURLG1,10.5,5202,TURLOUGH HIL,0.17730000000000004,,,,1,
52072,TURLG2,10.5,5202,TURLOUGH HIL,0.1769,,,,1,
star:5202-52071-52072-1,star point,,5202,TURLOUGH HIL,0.010000000000000009,,,,1,
19302,CUNGHILL,20.0,1931,CUNGHILL,0.3809,,,,1,
19312,CUNGHILL,20.0,1931,CUNGHILL,0.8613,,,,1,
19317,CUNG_SCOM,2.0,1931,CUNGHILL,1.6874,,,,1,
19318,CUNG_SCOM,20.0,1931,CUNGHILL,0.8613999999999999,,,,1,
19322,CUNGHILL,20.0,1931,CUNGHILL,0.8613,,,,1,
19371,W_KINGSMOUNT,0.66,1931,CUNGHILL,1.0673,,,,1,
19372,W_KINGSMOUNT,0.69,1931,CUNGHILL,1.2913000000000001,,,,1,
40902,MULREAVY,20.0,4091,MULREAVY,0.1249,,,,1,
40971,W_MULREAVY,0.69,4091,MULREAVY,0.21289999999999998,,,,1,
12302,BALLYWATER,20.0,1231,BALLYWATER,0.252,,,,1,
12371,W_BALLYWATER,0.4,1231,BALLYWATER,0.41500000000000004,,,,1,
12372,W_BALLYWATER,0.4,1231,BALLYWATER,0.769,,,,1,
50604,STRATFORD,38.0,5061,STRATFORD,0.386,,,,1,
68272,W_CORDAL_PH2,33.0,1311,CORDAL,0.09,,,,1,
54801,WHITEGATE,10.75,5481,WHITEGATE,1.0,,,,1,
10273,HY_ARDNG3,10.5,1021,ARDNACRUSHA,0.3171,,,,1,
47221,RAFF,10.5,star:4722-4721-47221-1,star point,0.0075,,,,1,
26802,GILRA,20.0,2681,GILRA,0.35,,,,1,
52903,TULLABEG,33.0,5291,TULLABEG,0.05,,,,1,
52971,PV_TULLABEG,0.69,5291,TULLABEG,0.08,,,,1,
88530,ROSE3-,33.0,88512,ROSE1B,0.2533,88511,ROSE1A,0.2576,2,1.016975917883932
88539,ROSE_BIO,33.0,88512,ROSE1B,0.2534,88511,ROSE1A,0.2577,2,1.016969218626677
34904,LISLEA,33.0,3491,LISLEA,0.1,,,,1,
34971,W_LISLEA,0.69,3491,LISLEA,0.16,,,,1,
39473,MNYPG3,17.0,3944,MONEYPOINT,0.052,,,,1,
28601,GRANGE CASTL,10.0,2861,GRANGE CASTL,1.0,,,,1,
28602,GRANGE CASTL,10.0,2861,GRANGE CASTL,1.0001,,,,1,
50276,PBEGG6,15.75,5222,SHELLYBANKSB,0.051,,,,1,
20021,CULLENAGH,10.5,star:2002-2001-20021-1,star point,0.0075,,,,1,
10472,AGH_G11,10.5,1052,AGHADA_B,0.1227,,,,1,
28604,GRANGE CASTL,38.0,2861,GRANGE CASTL,0.355,,,,1,
86530,NEWY3-,33.0,86512,NEWY1B,0.2419,86511,NEWY1A,0.2427,2,1.003307151715585
86590,RENEW_NE,33.0,86512,NEWY1B,0.242,86511,NEWY1A,0.2428,2,1.0033057851239668
39402,MNYPT,17.5,star:3934-3942-39402-1,star point,0.007499999999999998,,,,1,
38423,MAYN,10.5,star:3842-3851-38423-3,star point,0.007500000000000007,,,,1,
19702,COOMAGEARLAH,20.0,1971,COOMAGEARLAH,0.238,,,,1,
19771,W_COOMAGEARL,1.0,1971,COOMAGEARLAH,0.44399999999999995,,,,1,
19712,COOMAGEARLAH,20.0,1971,COOMAGEARLAH,0.238,,,,1,
19772,W_COOMAGEARL,0.69,1971,COOMAGEARLAH,0.797,,,,1,
19773,W_COOMAGE_PH,0.66,1971,COOMAGEARLAH,0.396,,,,1,
51804,TRABEG,38.0,5181,TRABEG,0.386,,,,1,
31202,SW BESS,20.0,3122,IRISHTOWN,0.285,,,,1,
31272,BS_SOUTHWALL,0.4,3122,IRISHTOWN,0.40499999999999997,,,,1,
35236,LOU_AT1,10.5,star:3522-35231-35236-1,star point,0.0075,,,,1,
28611,GRANGE CASTL,10.0,2861,GRANGE CASTL,1.1,,,,1,
22302,DERRYBRIEN,20.0,2231,DERRYBRIEN,0.28,,,,1,
22371,W_DERRYBRIEN,0.69,2231,DERRYBRIEN,0.375,,,,1,
77230,DRUMQUIN,33.0,77210,DRUMQUIN,0.2461,,,,1,
77291,WIND_CAST,33.0,77210,DRUMQUIN,0.5831000000000001,,,,1,
77292,WIND_CORN,33.0,77210,DRUMQUIN,0.2731,,,,1,
77294,WIND_SLIEVEG,33.0,77210,DRUMQUIN,0.2515,,,,1,
35223,LOUT,10.5,star:3522-3521-35223-3,star point,0.007500000000000007,,,,1,
11402,CONNAUGHT RE,20.0,1141,ATHLONE,1.82,,,,1,
11404,ATHLONE,38.0,1141,ATHLONE,0.336,,,,1,
11414,MOATE,38.0,1141,ATHLONE,0.49150000000000005,,,,1,
68534,CONNAUGHT_RE,20.0,1141,ATHLONE,1.8201,,,,1,
70515,BAFD_GC,18.0,70520,BAFD2-,0.0712,,,,1,
52700,W_GARRACUMME,0.66,5271,CAUTEEN,0.8363,,,,1,
52702,GARRACUMMER,20.0,5271,CAUTEEN,0.7193,,,,1,
52705,CAUTEEN,38.0,5271,CAUTEEN,0.49760000000000004,,,,1,
52712,HOLYFORD,20.0,5271,CAUTEEN,1.4316000000000002,,,,1,
52714,CAUTEEN,38.0,5271,CAUTEEN,0.338,,,,1,
52742,CAPPAG WHIT,20.0,5271,CAUTEEN,0.8344,,,,1,
52744,CAPPAGH WHIT,38.0,5271,CAUTEEN,0.5014000000000001,,,,1,
52752,CAUTEEN,20.0,5271,CAUTEEN,2.338,,,,1,
52778,W_HOLYFORD,0.69,5271,CAUTEEN,2.0196,,,,1,
68410,W_CAPPAGHW_P,0.69,5271,CAUTEEN,1.2394,,,,1,
70513,BAFD_GA,15.0,70520,BAFD2-,0.08157,,,,1,
20421,CORDUFF,10.5,star:2042-2041-20421-1,star point,0.007500000000000003,,,,1,
27302,GLANLEE,20.0,2731,GLANLEE,0.464,,,,1,
27361,GAE_SCOM,20.0,2731,GLANLEE,0.4641,,,,1,
27371,W_GLANLEE,0.69,2731,GLANLEE,0.793,,,,1,
27372,W_GLANLEE,1.0,2731,GLANLEE,0.98,,,,1,
73530,GARVAGH NI,33.0,73510,GARVAGH NI,0.2461,,,,1,
25625,FING5,10.5,star:2563-2571-25625-5,star point,0.0075,,,,1,
76531,DONE3AS,33.0,76513,DONE1D,0.3607,76514,DONE1A,0.3658,2,1.0141391738286665
12101,BALLYVOUSKIL,33.4,1211,BALLYVOUSKIL,0.09,,,,1,
28002,GOLAGH,22.0,2801,GOLAGH,0.6176,,,,1,
28071,W_BS_GOLAGH,0.69,2801,GOLAGH,0.9506000000000001,,,,1,
20903,SEECON,33.0,2111,UGGOOL,0.1249,,,,1,
67058,W_SEECON_PH1,0.69,2111,UGGOOL,0.1739,,,,1,
35602,LISDRINDOAGH,20.0,35611,LISDRUMDOAGH,0.035,,,,1,
35671,BS_LISDRINDO,0.4,35611,LISDRUMDOAGH,0.07500000000000001,,,,1,
15402,BANOGE,20.0,1541,BANOGE,1.1,,,,1,
15472,BS_GOREY BAT,0.69,1541,BANOGE,1.106,,,,1,
15473,PV_GOREY PV,0.69,1541,BANOGE,1.1600000000000001,,,,1,
53071,THURLES STAT,11.5,5301,THURLES,0.268,,,,1,
50275,PBEGG5,11.0,5122,SHELLYBANKS,0.0588,,,,1,
15221,BRACETOWN,20.0,15220,BRACETOWN,0.24,,,,1,
10801,AHANE,10.0,1081,AHANE,0.4,,,,1,
42001,ATHGARVAN,10.0,4201,NEWBRIDGE,1.4,,,,1,
42004,BIO_NEWBRIDG,38.0,4201,NEWBRIDGE,0.4,,,,1,
42011,MORRISTOWN,10.0,4201,NEWBRIDGE,0.8385,,,,1,
42014,MORRISTOWN,38.0,4201,NEWBRIDGE,0.4385,,,,1,
42021,POLLARDSTOWN,10.0,4201,NEWBRIDGE,1.3635000000000002,,,,1,
83530,LIMA3-,33.0,83510,LIMA1-,0.2764,,,,1,
83531,DNGV3-,33.0,83510,LIMA1-,0.6350899999999999,,,,1,
83590,RENEW_LI,33.0,83510,LIMA1-,0.27649999999999997,,,,1,
83591,WIND_ALT,33.0,83510,LIMA1-,0.5832999999999999,,,,1,
83592,WIND_ALT,33.0,83510,LIMA1-,0.8960699999999999,,,,1,
18501,CHERRYWOOD,10.0,1851,CHERRYWOOD,1.0,,,,1,
33321,BALLYNAHULLA,10.5,star:3332-3331-33321-1,star point,0.0075,,,,1,
70514,BAFD_GB,15.0,70520,BAFD2-,0.08157,,,,1,
13303,BLUNDELSTOWN,33.0,1331,BLUNDELSTOWN,0.11,,,,1,
13371,PV_BLUNDELST,0.8,1331,BLUNDELSTOWN,0.21000000000000002,,,,1,
70562,BAFD6Q,22.0,star:70510-70520-70562-1,star point,0.1349,,,,1,
22022,DUNSTOWN,17.5,star:2204-2202-22022-2,star point,0.007499999999999998,,,,1,
39421,MONEY2,17.5,star:3954-3942-39421-2,star point,0.0075,,,,1,
44001,POPPINTREE,10.0,4401,POPPINTREE,1.1,,,,1,
44011,POPPINTREE,10.0,4401,POPPINTREE,1.694,,,,1,
44071,BIO_HUNTSTOW,0.4,4401,POPPINTREE,4.082,,,,1,
44072,BIO_HUNTSTOW,0.4,4401,POPPINTREE,4.082,,,,1,
16022,CLASHAVO,10.5,star:1602-1601-16022-1,star point,0.007500000000000007,,,,1,
82001,KILRG1-,17.0,82020,KILR2-,0.0488,,,,1,
82011,KILR_AU1,11.0,82020,KILR2-,0.39608,,,,1,
24002,MOUNTLUCAS,20.0,2401,MOUNT LUCAS,0.222,,,,1,
67066,W_MOUNTLUC_P,0.69,2401,MOUNT LUCAS,0.2823,,,,1,
15801,CABRA,10.0,1581,CABRA,0.614,,,,1,
11201,ARKLOW,10.0,1121,ARKLOW,1.1,,,,1,
90062,TAND6Q,22.0,star:90011-90020-90062-1,star point,0.1388,,,,1,
36502,BARNAKYLE,20.0,3651,BARNAKYLE,0.2,,,,1,
36503,BARNAKYLE,20.0,3651,BARNAKYLE,0.2001,,,,1,
75830,CREA3,33.0,75810,CREAGH,0.2508,,,,1,
47002,CLEGGILL,20.0,4701,RICHMOND,0.5833,,,,1,
47004,RICHMOND,38.0,4701,RICHMOND,0.4,,,,1,
47014,LONGFORD,38.0,4701,RICHMOND,0.5233,,,,1,
47024,EDGEWORTHSTO,38.0,4701,RICHMOND,0.6466000000000001,,,,1,
47034,LISNAGEERAGH,38.0,4701,RICHMOND,0.6636,,,,1,
33502,KELLYSTOWN,20.0,3352,KELLYSTOWN,0.1,,,,1,
90061,TAND6P,22.0,star:90011-90020-90061-1,star point,0.1388,,,,1,
52476,TAW_PEAK,10.5,5241,TAWNAGHMORE,0.444,,,,1,
54624,WOODLAND,17.5,star:5464-5462-54624-4,star point,0.0075,,,,1,
39471,MNYPG1,17.0,3934,MNYPG1,0.0509,,,,1,
27702,GARROW,20.0,2771,GARROW,0.1569,,,,1,
27703,COOMACHE,20.0,2771,GARROW,0.2179,,,,1,
27771,W_COOMACHEO,0.69,2771,GARROW,0.3459,,,,1,
27774,W_COOMACHEO_,0.69,2771,GARROW,0.44489999999999996,,,,1,
34722,CASTLEBAGOT,10.5,star:3472-3471-34722-2,star point,0.0075,,,,1,
27805,GALWAY,38.0,2781,GALWAY,0.2824,,,,1,
31927,DUMMY,10.5,star:3192-31911-31927-2,star point,0.0075,,,,1,
23682,W_BOOLONARUD,0.69,23610,SLIEVECALLAN,0.28400000000000003,,,,1,
23684,SLIEVECALLAN,20.0,23610,SLIEVECALLAN,0.166,,,,1,
16901,CENTRAL PARK,10.0,1691,CENTRAL PARK,1.1,,,,1,
32201,KILBARRY,10.0,3221,KILBARRY,0.5,,,,1,
18404,CRANE,38.0,1841,CRANE,0.4,,,,1,
18412,CRANE,20.0,1841,CRANE,1.334,,,,1,
18471,W_GREENOGE,0.69,1841,CRANE,2.296,,,,1,
18472,W_KILBRANISH,0.66,1841,CRANE,3.3930000000000002,,,,1,
18474,BS_AVONBEG B,0.69,1841,CRANE,0.41000000000000003,,,,1,
18476,PV_MACALLIAN,0.69,1841,CRANE,0.406,,,,1,
14304,BALLYRAGGET,38.0,1431,BALLYRAGGET,0.4,,,,1,
32424,PORTERSTOWN,33.0,3241,KILTEEL,0.192,,,,1,
32472,BS_PORTERSTO,0.4,3241,KILTEEL,0.212,,,,1,
39472,MNYPG2-P,17.0,3954,MNYPG2,0.052,,,,1,
19601,CASTLEVIEW,10.0,1961,CASTLEVIEW,0.654,,,,1,
19602,BIO_HOFFMAN,10.0,1961,CASTLEVIEW,0.6541,,,,1,
17421,CMIN1,10.5,star:1742-1741-17421-1,star point,0.0075,,,,1,
15,I_M,38.0,3871,MILLTOWN,0.222,3081,INCH_CITY,0.27769,2,1.2508558558558558
43903,PHILIPSTOWN,33.0,4391,PHILIPSTOWN,0.2,,,,1,
43971,W_BS_PHILIPS,0.69,4391,PHILIPSTOWN,0.26,,,,1,
69182,BALLYMAKAILY,11.5,2861,GRANGE CASTL,0.0906,,,,1,
69183,BALLYMAKAILY,11.5,2861,GRANGE CASTL,0.0907,,,,1,
52073,TURLG3,10.5,5202,TURLOUGH HIL,0.17730000000000004,,,,1,
52074,TURLG4,10.5,5202,TURLOUGH HIL,0.1769,,,,1,
star:5202-52073-52074-2,star point,,5202,TURLOUGH HIL,0.010000000000000009,,,,1,
27604,GRANGE,38.0,2761,GRANGE,0.317,,,,1,
33902,KNOCKACUM,20.0,3391,KNOCKACUMMER,0.14,,,,1,
33971,W_KNOCKACU,0.66,3391,KNOCKACUMMER,0.199,,,,1,
14204,BLACKROCK,38.0,1421,BLACKROCK,0.355,,,,1,
68298,ELM_PARK_DEV,38.0,1421,BLACKROCK,0.356,,,,1,
68300,ELM_PARK_DEV,38.0,1421,BLACKROCK,0.356,,,,1,
49602,CARRICKALLEN,20.0,4961,SHANKILL,0.8386,,,,1,
49604,SHANKILL,38.0,4961,SHANKILL,0.35,,,,1,
49605,W_HY_SHANKIL,38.0,4961,SHANKILL,0.35009999999999997,,,,1,
49608,W_CARRICKALL,0.69,4961,SHANKILL,1.0566,,,,1,
49613,MOUNTAIN,20.0,4961,SHANKILL,2.75,,,,1,
49614,CARRICKALLEN,38.0,4961,SHANKILL,0.5216,,,,1,
49672,W_MOUNTAIN,0.69,4961,SHANKILL,4.609,,,,1,
49683,DRUMMAN,20.0,4961,SHANKILL,1.35,,,,1,
74562,CAST6Q,22.0,star:74511-74520-74562-1,star point,0.1388,,,,1,
17074,HY_CATHG4,10.5,17010,CATH FALL,0.3222,,,,1,
38421,MAYN,10.5,star:3852-3841-38421-1,star point,0.007499999999999993,,,,1,
35604,LISDRUM,38.0,3561,LISDRUM,0.4,,,,1,
68144,COOLBERRIN,38.0,3561,LISDRUM,0.8312,,,,1,
12702,BALTRASNA,20.0,1271,BALTRASNA,1.1,,,,1,
12712,BALTRASNA,20.0,1271,BALTRASNA,1.3888,,,,1,
12771,PV_BALTRASNA,0.4,1271,BALTRASNA,1.4488,,,,1,
20701,CRUISERATH,20.0,2072,CRUISERATH,0.0985,,,,1,
90031,BS_TAND_BES,33.0,90011,TAND1A,0.3076,,,,1,
14052,OWENINNEY PH,33.0,14013,SRAHNAKILLY,0.132,,,,1,
67026,W_OWENINEY_P,0.69,14013,SRAHNAKILLY,0.202,,,,1,
12122,BVSK D2,10.5,star:1212-12111-12122-2,star point,0.0075,,,,1,
10604,ARIGNA,38.0,1061,ARIGNA,0.338,,,,1,
35903,LENALEA,33.0,3591,LENALEA,0.1,,,,1,
35971,W_LENALEA,0.69,3591,LENALEA,0.16,,,,1,
10471,BS_AGHADA,20.0,1042,AGHADA,0.047,,,,1,
35703,CLOGHAN,33.0,3571,DERRYCARNEY,0.0525,,,,1,
35772,W_CLOGHAN,0.69,3571,DERRYCARNEY,0.1592,,,,1,
66095,W_SLIABH_BAW,20.0,66094,SLIABH BAWN,0.2,,,,1,
50574,SEAL_ROCK,11.5,5051,SEAL ROCK,0.122,,,,1,
46513,DUBLIN WASTE,3.3,4651,RINGSEND,0.531,,,,1,
10901,ADAMSTOWN,10.0,1091,ADAMSTOWN,1.1,,,,1,
10902,ADAMSTOWN,10.0,1091,ADAMSTOWN,1.1001,,,,1,
72530,BNCH3-,33.0,72512,BNCH1B,0.2413,72511,BNCH1A,0.2419,2,1.002486531288852
72590,BS_RENEW_BN,33.0,72512,BNCH1B,0.24139999999999998,72511,BNCH1A,0.242,2,1.0024855012427507
36413,CROY,20.0,3641,LODGEWOOD,0.31,,,,1,
27204,GRIFFINRATH,38.0,2721,GRIFFINRATH,0.355,27281,GRIFFINRATH,0.355,2,1.0
27205,HY_GRIFFINR,38.0,2721,GRIFFINRATH,0.35509999999999997,27281,GRIFFINRATH,0.35509999999999997,2,1.0
27214,LEIXLIP,38.0,2721,GRIFFINRATH,0.6439999999999999,27281,GRIFFINRATH,0.6439999999999999,2,1.0
27224,CONFEY,38.0,2721,GRIFFINRATH,0.6509,27281,GRIFFINRATH,0.6509,2,1.0
12,BEDFORD ROW,38.0,2541,FRN ST A,0.30919,4651,RINGSEND,0.32364,2,1.0467350173032761
25404,FRANCIS ST,38.0,2541,FRN ST A,0.30124,4651,RINGSEND,0.33159,2,1.1007502323728589
46504,RINGSEND,38.0,4651,RINGSEND,0.30661,2541,FRN ST A,0.32622,2,1.0639574704021395
70508,BAFDG8,11.0,70510,BAFD1-,0.2,,,,1,
62005,COOMATAGGART,33.0,6201,COOMATAGGART,0.08666,,,,1,
67034,W_GROUSEMOUN,0.66,6201,COOMATAGGART,0.1733267,,,,1,
45101,POTTERY ROAD,10.0,4511,POTTERY ROAD,1.1,,,,1,
33421,KELLIS,10.5,star:3342-3341-33421-1,star point,0.007499999999999993,,,,1,
75515,GEN_COOL,15.8,75510,COOL1-,0.07574,,,,1,
42101,NORTH QUAYS,10.0,4211,NORTH QUAYS,1.1,,,,1,
46224,RYEBROOK,10.0,4621,RYEBROOK,0.4,,,,1,
31922,DUMMY,10.5,star:3192-3191-31922-1,star point,0.0075,,,,1,
49403,SHANNONBRIDG,33.0,4942,SHANNONBRIDG,0.12,,,,1,
49471,BS_SHANNONBR,0.4,4942,SHANNONBRIDG,0.18,,,,1,
40761,MEENTYCAT,20.0,4071,MEENTYCAT,0.24,,,,1,
40771,W_MEENTYCAT,0.69,4071,MEENTYCAT,0.33999999999999997,,,,1,
40772,W_MEENTYCAT,0.69,4071,MEENTYCAT,0.496,,,,1,
40773,W_MEENTYCAT,0.69,4071,MEENTYCAT,0.5700000000000001,,,,1,
40001,MULLINGAR,10.0,4001,MULLINGAR,1.1,,,,1,
20401,CORDUFF_FLEX,10.5,2041,CORDUFF,0.1,,,,1,
25222,FLAG2,10.5,star:2522-2521-25222-2,star point,0.007499999999999993,,,,1,
36802,AUNGIERSTOWN,20.0,3681,AUNGIERSTOWN,0.187,,,,1,
16422,CASHLA,10.5,star:1642-1641-16422-2,star point,0.0075,,,,1,
30804,INCHICORE,38.0,3091,INCH_COUNTRY,0.355,,,,1,
19504,CARROWBEG,38.0,1951,CARROWBEG,0.4,,,,1,
80030,FINY3-,33.0,80011,FINY1A,0.2533,80012,FINY1B,0.2549,2,1.0063166206079748
35224,LOUT,10.5,star:3522-35211-35224-4,star point,0.0075,,,,1,
14721,BELCAMP,10.5,star:1472-1471-14721-1,star point,0.0075,,,,1,
90530,WARN3-,33.0,90511,WARN1A,0.2481,90512,WARN1B,0.2488,2,1.0028214429665459
90540,PV_LHIL,33.0,90511,WARN1A,0.24819999999999998,90512,WARN1B,0.24889999999999998,2,1.0028203062046737
50573,SEAL_ROCK,11.5,5071,SEAL ROCK,0.122,,,,1,
75630,AUGT,33.0,75610,AUGHT,0.335,,,,1,
35303,LYSAGHTSTOWN,33.0,3531,LYSAGHTSTOWN,0.12,,,,1,
35371,PV_LYSAGHTST,0.4,3531,LYSAGHTSTOWN,0.18,,,,1,
51103,SNUGBOROUGH,33.0,5111,SNUGBOROUGH,0.273,,,,1,
30826,INCH4,10.5,star:30820-3091-30826-3,star point,0.0075,,,,1,
27804,GALWAY,38.0,2781,GALWAY,0.2824,,,,1,
81063,HANA_IBT,22.0,star:81011-81020-81063-1,star point,0.13495,,,,1,
71530,BANB3-,33.0,71511,BANB1A,0.4133,71512,BANB1B,0.415,2,1.0041132349383015
71590,BS_RENEW_BA,33.0,71511,BANB1A,0.4134,71512,BANB1B,0.41509999999999997,2,1.0041122399612965
42471,TEG_NWALL_1-,10.5,4242,NORTH WALL,0.10500000000000001,,,,1,
42472,TEG_NWALL_4-,10.5,4242,NORTH WALL,0.08769999999999999,,,,1,
star:4242-42471-42472-1,star point,,4242,NORTH WALL,0.0025000000000000022,,,,1,
76032,CREG3B,33.0,82511,KNCK1A,0.2761,82512,KNCK1B,0.2761,2,1.0
82530,KNCK3A,33.0,82511,KNCK1A,0.2461,82512,KNCK1B,0.2461,2,1.0
12121,BALLYVOUSKIL,10.5,star:1212-1211-12121-1,star point,0.0075,,,,1,
81562,KELS6Q,22.0,star:81510-81520-81562-1,star point,0.064,,,,1,
22671,DERRYIRON_G1,10.5,22610,DERRYIRON,0.2727,,,,1,
34621,KILPADDOGE D,10.5,star:3462-3461-34621-1,star point,0.0075,,,,1,
11222,ARKL,10.5,star:1122-1121-11222-2,star point,0.007499999999999993,,,,1,
78530,EDEN3-,33.0,78511,EDEN1A,0.2733,78512,EDEN1B,0.2738,2,1.0018294914013903
78590,RENEW_ED,33.0,78511,EDEN1A,0.2734,78512,EDEN1B,0.2739,2,1.0018288222384784
74730,CENT3-,33.0,74712,CENT1B,0.2419,74711,CENT1A,0.2422,2,1.0012401818933443
11303,BS_TOBERTORE,33.0,11310,TOBERTOREEN,0.35,,,,1,
11372,W_TOBERTOREE,0.69,11310,TOBERTOREEN,0.6359999999999999,,,,1,
10473,AGH_G12,10.5,1052,AGHADA_B,0.123,,,,1,
32823,KLON,10.5,star:3282-3281-32823-3,star point,0.0075,,,,1,
