bus,bus_name,v_nom,parent,parent_name,x_to_parent,runner_up,runner_up_name,x_to_runner_up,attachments,margin
13479,W_MEENADREEN,0.69,1341,BINBANE,4.157100000000001,,,,1,
13484,MEENACHULLAN,38.0,1341,BINBANE,0.7759,,,,1,
13494,BINBANE,38.0,1341,BINBANE,0.3601,,,,1,
17012,ANARGET 20 A,20.0,1341,BINBANE,2.7601,,,,1,
17032,ANARGET 20 B,20.0,1341,BINBANE,2.7601,,,,1,
17044,HY_ANARGET,38.0,1341,BINBANE,0.3601,,,,1,
17075,W_ANARGET,0.69,1341,BINBANE,5.2601,,,,1,
17077,W_ANARGET,0.4,1341,BINBANE,7.0461,,,,1,
68223,W_ANARGET_PH,0.4,1341,BINBANE,8.7601,,,,1,
68269,W_CLOGHERA_P,20.0,1341,BINBANE,1.26753,,,,1,
14042,OWENINNEY PH,33.0,14013,SRAHNAKILLY,0.126,,,,1,
67025,W_OWENINEY_P,0.69,14013,SRAHNAKILLY,0.196,,,,1,
27903,GALLANSTOWN,33.0,2791,GALLANSTOWN,0.087,,,,1,
27971,PV_GALLANSTO,0.4,2791,GALLANSTOWN,0.147,,,,1,
26700,GARVAGH,20.0,2671,GARVAGH,0.345,,,,1,
26701,GARVAGH,11.0,2671,GARVAGH,0.3400000000000001,,,,1,
26702,GARVAGH,20.0,2671,GARVAGH,0.3451,,,,1,
26703,GARVAGH,20.0,2671,GARVAGH,0.3453,,,,1,
26705,GARVAGH,20.0,2671,GARVAGH,0.36321,,,,1,
26709,GAR SCOM,20.0,2671,GARVAGH,0.3481,,,,1,
26710,SHUNT GARVAG,20.0,2671,GARVAGH,0.3481,,,,1,
26711,GAR SCOM,0.48,2671,GARVAGH,1.0070199999999998,,,,1,
26712,GARVAGH,20.0,2671,GARVAGH,0.3452,,,,1,
26722,SHUNT GARVAG,20.0,2671,GARVAGH,0.9855900000000001,,,,1,
26771,W_GAR_GLEBE_,0.69,2671,GARVAGH,0.6412100000000001,,,,1,
26773,W_GAR_TULLIN,0.69,2671,GARVAGH,0.6733,,,,1,
star:2671-26700-26701-1,star point,,2671,GARVAGH,0.3325,,,,1,
35802,MEENANILTA S,20.0,3581,LETTERKENNY,1.284,,,,1,
35804,LETTERKENNY,38.0,3581,LETTERKENNY,0.35,,,,1,
35813,LETTERKENNY,20.0,3581,LETTERKENNY,1.15,,,,1,
35814,MILFORD,38.0,3581,LETTERKENNY,1.0421,,,,1,
35815,LETTERKENNY,20.0,3581,LETTERKENNY,2.75,,,,1,
35822,MILFORD,20.0,3581,LETTERKENNY,1.7079300000000002,,,,1,
35832,CULLIAGH,20.0,3581,LETTERKENNY,1.15,,,,1,
35871,W_MEENANIL,0.69,3581,LETTERKENNY,3.1470000000000002,,,,1,
35872,W_MEENANIL,0.69,3581,LETTERKENNY,3.1470000000000002,,,,1,
35873,W_MEENANIL,0.4,3581,LETTERKENNY,2.9370000000000003,,,,1,
35875,W_CARK(1),0.69,3581,LETTERKENNY,1.432,,,,1,
35876,W_CULLIAGH,0.69,3581,LETTERKENNY,1.5710000000000002,,,,1,
35877,W_LURGANBO,0.4,3581,LETTERKENNY,3.75,,,,1,
35878,MEENBANEWF,0.4,3581,LETTERKENNY,7.895,,,,1,
35879,MEENBANEWP,0.4,3581,LETTERKENNY,7.895,,,,1,
35880,W_FINNRENEW,0.4,3581,LETTERKENNY,7.895,,,,1,
64813,W_LISKERAN,0.4,3581,LETTERKENNY,7.895,,,,1,
55001,BALLYSHANNON,10.0,5501,WEXFORD,1.838,,,,1,
55004,PV_WEXFORD,38.0,5501,WEXFORD,0.338,,,,1,
55012,CARNSOR,20.0,5501,WEXFORD,1.1380000000000001,,,,1,
55022,RICHFIEL,20.0,5501,WEXFORD,0.8180000000000001,,,,1,
55024,KILLNICK,38.0,5501,WEXFORD,0.5846,,,,1,
55032,RICHFIEL,20.0,5501,WEXFORD,1.538,,,,1,
55042,KILLNICK,20.0,5501,WEXFORD,1.3846,,,,1,
55052,BLUSHEENS,20.0,5501,WEXFORD,1.4056,,,,1,
55071,W_CARNSORE,0.69,5501,WEXFORD,1.5370000000000001,,,,1,
55072,W_RICHFIEL,0.69,5501,WEXFORD,1.053,,,,1,
55073,W_RICHFIEL,0.69,5501,WEXFORD,2.468,,,,1,
55074,PV_BLUSHEENS,0.4,5501,WEXFORD,2.5355999999999996,,,,1,
55076,PV_DAVIDSTOW,20.0,5501,WEXFORD,1.9380000000000002,,,,1,
68325,BALLYSHANNON,0.69,5501,WEXFORD,4.695,,,,1,
19471,CUSHALING,11.0,1941,CUSHALING,0.096,,,,1,
22201,DUNMANWA,10.0,2221,DUNMANWAY,2.4213,2225,DUNMANWAY,2.4214,2,1.0000413001280304
22204,DUNMANWAY,38.0,2221,DUNMANWAY,0.338,2225,DUNMANWAY,0.3381,2,1.0002958579881656
22208,DUNMANWAY,38.0,2225,DUNMANWAY,0.338,2221,DUNMANWAY,0.3381,2,1.0002958579881656
22212,KILVEENOGE,20.0,2225,DUNMANWAY,0.7292000000000001,2221,DUNMANWAY,0.7293000000000001,2,1.0001371365880416
22215,CURABWEE,20.0,2221,DUNMANWAY,1.4295000000000002,2225,DUNMANWAY,1.4296000000000002,2,1.0000699545295557
22221,RENASCREENA,10.0,2221,DUNMANWAY,3.4223,2225,DUNMANWAY,3.4224,2,1.0000292201151273
22224,ROSCARBERY,38.0,2221,DUNMANWAY,1.4213,2225,DUNMANWAY,1.4214000000000002,2,1.0000703581228454
22231,DUNMANWAY,10.0,2221,DUNMANWAY,1.0038,2225,DUNMANWAY,1.0039,2,1.0000996214385336
22232,SKIBEREEN,20.0,2221,DUNMANWAY,1.8693000000000002,2225,DUNMANWAY,1.8694000000000002,2,1.000053495961055
22234,SKIBBEREEN,38.0,2221,DUNMANWAY,0.9353,2225,DUNMANWAY,0.9354,2,1.0001069175665562
22244,CURABWEET,38.0,2221,DUNMANWAY,0.49550000000000005,2225,DUNMANWAY,0.49560000000000004,2,1.000201816347124
22252,LAHANAGHTHIL,20.0,2221,DUNMANWAY,2.9193000000000002,2225,DUNMANWAY,2.9194000000000004,2,1.0000342547871066
22264,BALINEEN,38.0,2221,DUNMANWAY,0.6244000000000001,2225,DUNMANWAY,0.6245,2,1.0001601537475977
22271,COOMATALLIN,20.0,2225,DUNMANWAY,1.745,2221,DUNMANWAY,1.7451,2,1.0000573065902578
22272,W_KILVEENOGE,0.69,2225,DUNMANWAY,0.917,2221,DUNMANWAY,0.9171,2,1.0001090512540893
22273,W_REENASCREE,0.4,2221,DUNMANWAY,4.7553,2225,DUNMANWAY,4.7554,2,1.0000210291674552
22275,W_LAHANAGH,0.69,2221,DUNMANWAY,4.0373,2225,DUNMANWAY,4.037400000000001,2,1.0000247690288064
22276,W_COOMATAL,0.69,2225,DUNMANWAY,2.6750000000000003,2221,DUNMANWAY,2.6751,2,1.00003738317757
22278,W_CURRABWEE,0.69,2221,DUNMANWAY,2.5005,2225,DUNMANWAY,2.5006000000000004,2,1.0000399920015997
22282,DUNMANWAY,20.0,2225,DUNMANWAY,1.08,2221,DUNMANWAY,1.0801,2,1.0000925925925925
22284,DUNMANWA,38.0,2225,DUNMANWAY,0.4292,2221,DUNMANWAY,0.4293,2,1.0002329916123018
22292,BIO_BALINEEN,20.0,2221,DUNMANWAY,1.6244,2225,DUNMANWAY,1.6245,2,1.0000615611918247
68125,COOMLEAGH,10.0,2221,DUNMANWAY,5.7298,2225,DUNMANWAY,5.7299,2,1.0000174526161472
90230,TREM,33.0,90210,TREM,0.2461,,,,1,
90231,WIND_CRE,33.0,90210,TREM,0.5871000000000001,,,,1,
90232,WIND_CDU,33.0,90210,TREM,0.4821,,,,1,
90233,WIND_GOR,33.0,90210,TREM,0.3731,,,,1,
90234,WIND_INI,33.0,90210,TREM,0.3681,,,,1,
90235,WIND_ESH,33.0,90210,TREM,0.43610000000000004,,,,1,
90237,WIND_CRD,33.0,90210,TREM,0.8771,,,,1,
51902,CROAGHONAGH,33.0,51911,CROAGHONAGH,0.13,,,,1,
51971,W_CROAGHONAG,0.69,51911,CROAGHONAGH,0.219,,,,1,
14014,BELLACORICK,38.0,14010,BELLACORICK,0.338,,,,1,
14054,BELLACORICK,38.0,14010,BELLACORICK,0.49550000000000005,,,,1,
14064,BELLACORICK,38.0,14010,BELLACORICK,0.45880000000000004,,,,1,
14074,BELLACORICK,38.0,14010,BELLACORICK,0.6363000000000001,,,,1,
38001,MIDLETON,10.0,3801,MIDLETON,0.614,,,,1,
18402,CRANE,20.0,1841,CRANE,0.5,,,,1,
53002,GLENGOOLE,20.0,5301,THURLES,1.7592499999999998,,,,1,
53004,THURLES,38.0,5301,THURLES,0.4,,,,1,
53012,GLENGOOLE,20.0,5301,THURLES,2.03925,,,,1,
53014,GLENGOOLE,38.0,5301,THURLES,0.76105,,,,1,
53022,GURTEEN,20.0,5301,THURLES,1.98685,,,,1,
53024,URLINGFORD,38.0,5301,THURLES,0.6245,,,,1,
53032,TULLAROAN,20.0,5301,THURLES,1.2904300000000002,,,,1,
53034,TULLAROAN,38.0,5301,THURLES,0.6246,,,,1,
53042,TULLAROAN,20.0,5301,THURLES,1.2904300000000002,,,,1,
53052,TULLAROAN,20.0,5301,THURLES,1.2904300000000002,,,,1,
53062,HOMESHILL,20.0,5301,THURLES,1.58623,,,,1,
53072,ANCNOC,20.0,5301,THURLES,1.46543,,,,1,
67213,W_AN_CNOC,0.69,5301,THURLES,1.9344299999999999,,,,1,
68131,W_BALLYBEAGH,0.69,5301,THURLES,1.7504300000000002,,,,1,
68154,W_GLENGOOL_P,0.69,5301,THURLES,3.2112499999999997,,,,1,
68157,W_HOLMES_H_P,0.69,5301,THURLES,2.04623,,,,1,
68158,W_GURTEEN_PH,0.69,5301,THURLES,4.33085,,,,1,
71031,BAME3T,33.0,71011,BAME1A,0.2447,71012,BAME1B,0.2463,2,1.006538618716796
71033,CBKY3-,33.0,71011,BAME1A,0.39039999999999997,71012,BAME1B,0.392,2,1.0040983606557379
71034,CMIL3-,33.0,71011,BAME1A,0.916,71012,BAME1B,0.9176,2,1.0017467248908296
71035,KREA3-,33.0,71011,BAME1A,0.8618,71012,BAME1B,0.8634,2,1.0018565792527268
71037,WIND_ELG,33.0,71011,BAME1A,0.3988,71012,BAME1B,0.4004,2,1.004012036108325
71038,WIND_RSHERRY,33.0,71011,BAME1A,0.3988,71012,BAME1B,0.4004,2,1.004012036108325
71080,BAME3_DU,33.0,71011,BAME1A,1.1139,71012,BAME1B,1.1155,2,1.00143639464943
71090,BIO_BAME,33.0,71011,BAME1A,0.2448,71012,BAME1B,0.24639999999999998,2,1.0065359477124183
71091,WIND_COR,33.0,71011,BAME1A,1.1475,71012,BAME1B,1.1491,2,1.0013943355119825
71093,PV_BALLYGARV,33.0,71011,BAME1A,0.2449,71012,BAME1B,0.2465,2,1.0065332788893426
40004,MULLINGAR,38.0,4001,MULLINGAR,0.4,,,,1,
40014,PV_TULLYNALL,38.0,4001,MULLINGAR,0.4403,,,,1,
33361,STATCOM BALL,33.4,3331,BALLYNAHULLA,0.09,,,,1,
43742,BLACKLOUGH,20.0,4371,GLENREE,1.1,,,,1,
43752,BLACKLOUGH,20.0,4371,GLENREE,1.5250000000000001,,,,1,
68312,W_BLACKLOU_P,0.69,4371,GLENREE,1.956,,,,1,
44804,PORTLAOISE,38.0,4481,PORTLAOISE,0.4,,,,1,
44805,BIO_PORTLAO,38.0,4481,PORTLAOISE,0.4001,,,,1,
44811,PORTARLINGTO,10.0,4481,PORTLAOISE,1.2930000000000001,,,,1,
44812,LISDOWNEY,20.0,4481,PORTLAOISE,1.397097,,,,1,
44814,BALLYCONRA,38.0,4481,PORTLAOISE,0.4631,,,,1,
44821,SHANDERRY,10.0,4481,PORTLAOISE,1.403,,,,1,
44834,PORTARLINGTO,38.0,4481,PORTLAOISE,0.893,,,,1,
68285,W_LISDOWNE_P,20.0,4481,PORTLAOISE,1.878397,,,,1,
23002,DUNFIRTH,20.0,2301,DUNFIRTH,0.6,,,,1,
23012,DUNFIRTH,20.0,2301,DUNFIRTH,0.6657,,,,1,
23071,PV_HORTLAND,0.4,2301,DUNFIRTH,4.6507,,,,1,
87530,OMAH3-,33.0,87510,OMAH1-,0.2481,,,,1,
87531,BLGY3-,33.0,87510,OMAH1-,0.9338,,,,1,
87532,DROM3-,33.0,87510,OMAH1-,0.627,,,,1,
87533,FMTC3-,33.0,87510,OMAH1-,1.0663,,,,1,
87534,LARA3-,33.0,87510,OMAH1-,0.48019999999999996,,,,1,
87535,OMAE3-,33.0,87510,OMAH1-,0.2982,,,,1,
87580,OMAH3_DU,33.0,87510,OMAH1-,0.4891,,,,1,
87581,OMAH3_DU,33.0,87510,OMAH1-,0.3213,,,,1,
87582,OMAH3_DU,33.0,87510,OMAH1-,0.8125,,,,1,
87583,OMAH3_DU,33.0,87510,OMAH1-,0.4437,,,,1,
87584,OMAH3_DU,33.0,87510,OMAH1-,0.722,,,,1,
87590,RENEW_OM,33.0,87510,OMAH1-,0.24819999999999998,,,,1,
87591,WIND_TAP,33.0,87510,OMAH1-,0.8491,,,,1,
87592,WIND_HUN,33.0,87510,OMAH1-,0.7581,,,,1,
87593,WIND_BES,33.0,87510,OMAH1-,0.6499999999999999,,,,1,
87594,WIND_LEN,33.0,87510,OMAH1-,0.8681,,,,1,
87595,WIND_DIV,33.0,87510,OMAH1-,1.252,,,,1,
87596,WIND_SCR,33.0,87510,OMAH1-,0.7121999999999999,,,,1,
89201,SKRK2-,20.0,89210,SKRK1-,0.16,,,,1,
89202,WIND_SKR,20.0,89210,SKRK1-,0.2393,,,,1,
89231,GLEN_ALT,33.0,89210,SKRK1-,0.44689999999999996,,,,1,
89232,RENEW_SK,33.0,89210,SKRK1-,0.2619,,,,1,
13702,BARNAGEERAGH,20.0,1371,BARNAGEERAGH,0.04,,,,1,
15302,BALLYADAM,20.0,1531,BALLYADAM,0.4,,,,1,
12802,GLANTA COMMO,20.0,1281,BALLYLICKEY,0.7723,,,,1,
12804,HY_BALLYLICK,38.0,1281,BALLYLICKEY,0.338,,,,1,
12812,BALLYLIC,20.0,1281,BALLYLICKEY,1.538,,,,1,
12814,GLANTA COMMO,38.0,1281,BALLYLICKEY,0.4748,,,,1,
12872,W_BALLYBANE,0.4,1281,BALLYLICKEY,1.3673000000000002,,,,1,
12873,W_BALLYBANE,0.4,1281,BALLYLICKEY,1.0363,,,,1,
12874,W_KEALKIL,0.69,1281,BALLYLICKEY,2.208,,,,1,
22254,MILANEHILL,38.0,1281,BALLYLICKEY,0.6231,,,,1,
22262,MILANEHILL,20.0,1281,BALLYLICKEY,1.6231,,,,1,
22274,W_MILANEH,0.69,1281,BALLYLICKEY,2.4651,,,,1,
68222,W_BALLYBANE,0.4,1281,BALLYLICKEY,1.1693,,,,1,
90330,BS_TAMN_BES,33.0,90310,TAMNAMOR,0.3076,,,,1,
36204,LISHEEN,38.0,3621,LISHEEN,0.338,,,,1,
36214,BRUCKANA,38.0,3621,LISHEEN,0.37745,,,,1,
36222,BRUCKANA,20.0,3621,LISHEEN,0.59945,,,,1,
67084,W_BRUCKANA,0.69,3621,LISHEEN,0.73545,,,,1,
43704,GLENREE,38.0,4371,GLENREE,0.35,,,,1,
43712,GLENREE,20.0,4371,GLENREE,0.7096,,,,1,
43714,GLENREE,38.0,4371,GLENREE,0.3576,,,,1,
43722,GLENREE,20.0,4371,GLENREE,0.6906,,,,1,
43724,GLENREE,38.0,4371,GLENREE,0.46959999999999996,,,,1,
43771,W_BUNNYCONNE,0.69,4371,GLENREE,0.9486,,,,1,
43774,W_CARROWLEAG,0.4,4371,GLENREE,0.8585999999999999,,,,1,
68254,W_CARROWLE_P,0.69,4371,GLENREE,2.1386,,,,1,
46801,PFIZER_ASKEA,10.0,4681,RATHKEALE,2.1305,,,,1,
46802,CARRONS,20.0,4681,RATHKEALE,1.6221,,,,1,
46804,RATHKEALE,38.0,4681,RATHKEALE,0.4,,,,1,
46812,RATHKEALE,20.0,4681,RATHKEALE,1.2099,,,,1,
46814,NEWCASTLEWES,38.0,4681,RATHKEALE,0.7585999999999999,,,,1,
46822,RATHKEALE,20.0,4681,RATHKEALE,1.8355000000000001,,,,1,
46824,RATHCAHILL,38.0,4681,RATHKEALE,1.0354999999999999,,,,1,
46834,GROUSELODGE,38.0,4681,RATHKEALE,0.6219,,,,1,
46844,CARRONS,38.0,4681,RATHKEALE,0.6871,,,,1,
46854,ASKEATON,38.0,4681,RATHKEALE,0.6305000000000001,,,,1,
46870,W_CARRONS_1,0.4,4681,RATHKEALE,2.8120999999999996,,,,1,
46873,W_RATHCAHI,0.69,4681,RATHKEALE,2.2645,,,,1,
46874,W_GROUSEL,0.66,4681,RATHKEALE,1.5529000000000002,,,,1,
68547,BIO_MCDONNEL,38.0,4681,RATHKEALE,0.4001,,,,1,
11302,ATHEA,20.0,1131,ATHEA,0.158,,,,1,
11371,W_ATHEA,0.69,1131,ATHEA,0.44799999999999995,,,,1,
38002,CROCANE,20.0,3801,MIDLETON,1.884,,,,1,
38004,MIDLETON,38.0,3801,MIDLETON,0.4,,,,1,
38071,W_CROCANE,0.4,3801,MIDLETON,5.19,,,,1,
38072,PV_TEAD MORE,20.0,3801,MIDLETON,2.8,,,,1,
38074,PV_LURRIG SO,20.0,3801,MIDLETON,1.884,,,,1,
38201,CARRICKMACRO,10.0,3821,MEATH HILL,1.6953999999999998,,,,1,
38202,CREGG,20.0,3821,MEATH HILL,0.9195000000000001,,,,1,
38203,CREGG,38.0,3821,MEATH HILL,0.5195000000000001,,,,1,
38204,MEATHHILL,38.0,3821,MEATH HILL,0.4,,,,1,
38211,BAILIEBORO,20.0,3821,MEATH HILL,1.8511000000000002,,,,1,
38212,GARTNANE,20.0,3821,MEATH HILL,1.9397000000000002,,,,1,
38213,GARTNANE,20.0,3821,MEATH HILL,1.9397000000000002,,,,1,
38214,CARRICKMACRO,38.0,3821,MEATH HILL,0.6954,,,,1,
38215,MULLANAN,20.0,3821,MEATH HILL,2.3253999999999997,,,,1,
38224,J26,38.0,3821,MEATH HILL,0.49360000000000004,,,,1,
38232,RARAGH,20.0,3821,MEATH HILL,1.5608,,,,1,
38233,RARAGH,38.0,3821,MEATH HILL,0.6268,,,,1,
38234,KINGSCOURT,38.0,3821,MEATH HILL,0.4937,,,,1,
38241,TULLYNAMALRA,10.0,3821,MEATH HILL,2.4669,,,,1,
38242,TEEVURCHER,20.0,3821,MEATH HILL,3.4911,,,,1,
38244,BAILIEBORO,38.0,3821,MEATH HILL,0.8511,,,,1,
38254,GARTNANEANE,38.0,3821,MEATH HILL,1.1397,,,,1,
38264,TULLYNAMALRA,38.0,3821,MEATH HILL,0.9669,,,,1,
38271,W_GARTNANE,0.69,3821,MEATH HILL,2.4707,,,,1,
38272,W_GARTNANE,0.69,3821,MEATH HILL,3.1797,,,,1,
38273,W_MULLANAN,0.69,3821,MEATH HILL,3.0693999999999995,,,,1,
38274,BIO_BAILLE F,0.4,3821,MEATH HILL,1.9111000000000002,,,,1,
38284,MULLINALT,38.0,3821,MEATH HILL,1.1254,,,,1,
68175,W_CREGG,0.69,3821,MEATH HILL,1.1195,,,,1,
68240,W_TULLYNAM_P,0.69,3821,MEATH HILL,11.4219,,,,1,
68265,W_TEEVURCH_P,0.69,3821,MEATH HILL,4.0341000000000005,,,,1,
68294,W_RARAGH_PH2,0.69,3821,MEATH HILL,1.8858000000000001,,,,1,
33002,KNOCKERA,20.0,3301,KNOCKEARAGH,1.8763999999999998,,,,1,
33004,KNOCKEARAGH,38.0,3301,KNOCKEARAGH,0.4,,,,1,
33012,GNEEVES,20.0,3301,KNOCKEARAGH,2.5509,,,,1,
33014,LACKA,38.0,3301,KNOCKEARAGH,0.9036000000000001,,,,1,
33024,RATHMORE,38.0,3301,KNOCKEARAGH,1.1317,,,,1,
33034,GNEEVES PH1,38.0,3301,KNOCKEARAGH,1.3509000000000002,,,,1,
33071,W_WEDCROSS,0.4,3301,KNOCKEARAGH,3.1694,,,,1,
33072,W_GNEEVES,0.69,3301,KNOCKEARAGH,3.0589,,,,1,
68564,BIO_ADAMBRID,38.0,3301,KNOCKEARAGH,0.9046000000000001,,,,1,
52704,CAUTEEN,38.0,5274,CAUTEEN,0.338,,,,1,
52732,GLENOUGH 20,20.0,5274,CAUTEEN,0.7116,,,,1,
52773,W_GLENOUGH,0.66,5274,CAUTEEN,1.2266000000000001,,,,1,
52782,GLENCARBRY,20.0,5274,CAUTEEN,0.93283,,,,1,
52784,GLENCARBRY,38.0,5274,CAUTEEN,0.6215200000000001,,,,1,
52794,GLENLOUG,38.0,5274,CAUTEEN,0.49760000000000004,,,,1,
