,32508-XX,54571-1,55074-1,70390-DP,71093-BR,84095-BA,84096-LR,84097-MR,90540-LH,87991-BR,87995-FR
135,0.8984845313923605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.8999995859678664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.8999990135304942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.8999781616675153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.8999920438678266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.8999836725643087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.8887233235783922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.8969191400323223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.8978791999488869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.8883607535814942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,0.773039182169584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.7104860637294502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.7614982743966048,0.00892812020234429,0.013927950429508987,0.004304737617619729,0.0055671001985380915,0.006767905225915996,0.006767905225915996,0.006767905225915996,0.012891654510343676,0.0055671001985380915,0.0055671001985380915
148,0.6678165044124256,0.026574586583239766,0.02693538649828813,0.011818859542861193,0.015532415051429467,0.011269305306564177,0.011269305306564177,0.011269305306564177,0.017425464606057667,0.015532415051429467,0.015532415051429467
149,0.855096035705976,0.09865505883840994,0.07194316229171314,0.03678836989696181,0.04293245984692529,0.03389402086867698,0.03389402086867698,0.03389402086867698,0.04867732583018054,0.04293245984692529,0.04293245984692529
150,0.779224881366004,0.04429308605194454,0.04399750169463873,0.04959596951177312,0.051203861281814894,0.03545169682294214,0.03545169682294214,0.03545169682294214,0.04049169993916034,0.051203861281814894,0.051203861281814894
151,0.8423591235081245,0.07078836638190818,0.07881106033435743,0.03837258984299542,0.04596810003204136,0.030912460381105174,0.030912460381105174,0.030912460381105174,0.03480980601305673,0.04596810003204136,0.04596810003204136
152,0.8378845777837782,0.08301145077950652,0.09221920622802533,0.024131228098421637,0.024235447209143786,0.02182277000285674,0.02182277000285674,0.02182277000285674,0.023649401376864543,0.024235447209143786,0.024235447209143786
153,0.8695958929199866,0.11618984703153969,0.1529433200124568,0.01980956180563148,0.018847682810086985,0.018388913106885865,0.018388913106885865,0.018388913106885865,0.02170823209571365,0.018847682810086985,0.018847682810086985
154,0.8678635488813033,0.02013626982372411,0.025868520410314344,0.00938677222896438,0.006725280797876735,0.009253130011693146,0.009253130011693146,0.009253130011693146,0.008001409262348949,0.006725280797876735,0.006725280797876735
155,0.898963953597605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.892421071392712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.8985320157370332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.8999277957909338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.8999960120558056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.899999577029685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.8999494170296126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.8698315143811591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.8995722190469259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.898369808413585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.899837573648554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.8981560177339534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
