name,bus,control,p_nom,p_min_pu,q_set,sign,carrier,marginal_cost,psse_bus,psse_bus_name,aggregated,p_set_tytfs
shed 1461,1461,PQ,31.12889205306626,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1481,1481,PQ,32.350488377503346,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1501,1501,PQ,8.616616931297251,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1522,1522,PQ,278.65484729212926,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1541,1541,PQ,6.544266023770064,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1561,1561,PQ,65.44266023770064,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1571,1571,PQ,6.544266023770064,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1581,1581,PQ,8.44210317066338,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1621,1621,PQ,10.361754537635932,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1661,1661,PQ,19.632798071310187,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1691,1691,PQ,9.140158213198855,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1721,1721,PQ,20.76713751543033,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1741,1741,PQ,48.798410317245434,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1781,1781,PQ,110.8162380025064,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1801,1801,PQ,15.902566437761251,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1810,1810,PQ,255.85898730933025,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1811,1811,PQ,82.71952254045361,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1821,1821,PQ,25.937107674208686,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1831,1831,PQ,15.26995405546348,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1841,1841,PQ,25.544451712782475,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1851,1851,PQ,13.088532047540127,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1861,1861,PQ,19.676426511468655,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1871,1871,PQ,47.03145849082751,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1881,1881,PQ,12.521362325480053,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1901,1901,PQ,48.62389655661157,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1921,1921,PQ,8.725688031693418,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1951,1951,PQ,21.072536596539603,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1961,1961,PQ,31.586990674730167,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2021,2021,PQ,23.71205722612686,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2041,2041,PQ,24.911839330484703,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2072,2072,PQ,146.0025749903101,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2101,2101,PQ,41.29431860998909,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2121,2121,PQ,20.221782013449495,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2141,2141,PQ,32.45955947789951,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2161,2161,PQ,22.403204021372844,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2181,2181,PQ,64.59190565461051,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2225,2225,PQ,28.20578656244897,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2241,2241,PQ,10.165426556922831,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2251,2251,PQ,15.26995405546348,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2301,2301,PQ,6.806036664720866,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2361,2361,PQ,36.18979111144845,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2421,2421,PQ,272.4159803494685,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2481,2481,PQ,42.95219933601085,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2541,2541,PQ,33.15761452043498,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2571,2571,PQ,44.85003648290416,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2591,2591,PQ,13.284860028253227,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2681,2681,PQ,24.911839330484703,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2701,2701,PQ,60.75260292066542,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2721,2721,PQ,52.681341491349,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2741,2741,PQ,14.986369194433445,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2761,2761,PQ,49.27832315898857,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2781,2781,PQ,58.963836874168265,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2821,2821,PQ,64.06836437270891,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2861,2861,PQ,69.54373361259654,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2881,2881,PQ,17.582261383862235,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2941,2941,PQ,13.67751598967943,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2951,2951,PQ,13.742958649917131,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3081,3081,PQ,39.265596142620375,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3091,3091,PQ,44.610080062032594,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3101,3101,PQ,21.945105399708947,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3221,3221,PQ,55.822589182758634,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3241,3241,PQ,21.072536596539603,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3261,3261,PQ,33.22305718067268,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3301,3301,PQ,34.248325524396655,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3321,3321,PQ,51.612444707466565,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3352,3352,PQ,248.68210890326242,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3381,3381,PQ,22.22869026073898,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3401,3401,PQ,12.43410544516312,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3431,3431,PQ,64.59190565461051,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3501,3501,PQ,11.190694900646807,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3541,3541,PQ,73.81932074812632,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3561,3561,PQ,23.995642087156895,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3581,3581,PQ,38.5675411000849,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3601,3601,PQ,18.47664440711081,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3651,3651,PQ,39.265596142620375,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3681,3681,PQ,30.496279670768494,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3751,3751,PQ,15.488096256255814,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3761,3761,PQ,32.52500213813721,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3781,3781,PQ,97.02965091243081,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3801,3801,PQ,52.768598371665945,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3821,3821,PQ,37.86948605754943,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3861,3861,PQ,5.431740799729152,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3871,3871,PQ,47.31504335185756,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3881,3881,PQ,21.072536596539603,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3961,3961,PQ,9.467371514387358,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3981,3981,PQ,46.90057317035211,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4001,4001,PQ,38.06581403826253,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4021,4021,PQ,17.6913324842584,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4041,4041,PQ,29.514639767202983,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4061,4061,PQ,14.72459855348264,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4081,4081,PQ,15.989823318078187,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4101,4101,PQ,69.80550425354734,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4111,4111,PQ,93.80114634070422,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4201,4201,PQ,32.80858699916725,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4211,4211,PQ,23.53754346549299,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4221,4221,PQ,38.763869080798,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4261,4261,PQ,24.890025110405475,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4281,4281,PQ,24.235598508028467,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4341,4341,PQ,0.6544266023770062,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4361,4361,PQ,23.057630623749855,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4401,4401,PQ,16.99327744172293,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4481,4481,PQ,34.05199754368356,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4491,4491,PQ,7.63497702773174,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4501,4501,PQ,39.265596142620375,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4511,4511,PQ,15.902566437761251,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4621,4621,PQ,228.002228268149,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4651,4651,PQ,66.88239876293004,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4681,4681,PQ,41.44701815054373,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4691,4691,PQ,27.922201701418935,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4701,4701,PQ,21.814220079233543,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4741,4741,PQ,19.916382932340227,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4901,4901,PQ,4.995456398144482,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4951,4951,PQ,29.689153527836847,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4961,4961,PQ,42.49410071434694,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4981,4981,PQ,42.88675667577314,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5001,5001,PQ,23.995642087156895,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5031,5031,PQ,7.63497702773174,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5061,5061,PQ,12.93583250698549,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5091,5091,PQ,10.558082518349034,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5111,5111,PQ,78.37849274468611,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5131,5131,PQ,7.63497702773174,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5181,5181,PQ,58.70206623321747,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5221,5221,PQ,8.289403630108746,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5231,5231,PQ,11.976006823499215,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5261,5261,PQ,13.917472410551001,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5281,5281,PQ,32.93947231964265,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5301,5301,PQ,22.73041732256135,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5321,5321,PQ,25.151795751356268,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5331,5331,PQ,8.638431151376482,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5341,5341,PQ,15.466282036176583,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5361,5361,PQ,13.7211444298379,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5381,5381,PQ,22.97037374343292,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5441,5441,PQ,45.80986216639044,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5481,5481,PQ,19.632798071310187,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5501,5501,PQ,43.78113969902172,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5521,5521,PQ,19.632798071310187,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 13810,13810,PQ,8.049447209237178,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 17010,17010,PQ,13.088532047540127,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 18010,18010,PQ,34.90275212677367,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 22811,22811,PQ,23.799314106443795,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70010,70010,PQ,13.24123158809476,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70510,70510,PQ,1.9850940272102524,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70520,70520,PQ,5.955282081630758,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 71011,71011,PQ,20.461738434321063,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 71012,71012,PQ,20.374481554004127,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 71511,71511,PQ,25.457194832465543,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 72512,72512,PQ,36.233419551606914,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 73012,73012,PQ,29.492825547123747,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 74011,74011,PQ,36.233419551606914,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 74712,74712,PQ,30.91074985227393,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75010,75010,PQ,25.086353091118575,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75510,75510,PQ,66.96965564324697,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75520,75520,PQ,3.293947231964265,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75810,75810,PQ,35.46992184883374,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 76011,76011,PQ,39.22196770246191,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 76511,76511,PQ,27.813130601022767,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 76513,76513,PQ,28.72932784435058,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 77010,77010,PQ,52.485013510635895,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 77511,77511,PQ,60.75260292066542,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 78511,78511,PQ,22.05417650010511,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 79010,79010,PQ,34.095625983842034,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 80011,80011,PQ,20.003639812657156,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 82020,82020,PQ,15.837123777523551,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 82511,82511,PQ,29.12198380577678,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 83012,83012,PQ,27.616802620309663,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 83510,83510,PQ,14.091986171184868,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84011,84011,PQ,41.11980484935523,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84412,84412,PQ,24.366483828503863,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84511,84511,PQ,24.27922694818694,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 86312,86312,PQ,26.242506755317947,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 86512,86512,PQ,47.20597225146139,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 87510,87510,PQ,36.211605331527686,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 88012,88012,PQ,33.37575672122732,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 88512,88512,PQ,21.639706318599675,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 89311,89311,PQ,21.050722376460367,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 89510,89510,PQ,25.849850793891747,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 90511,90511,PQ,41.512460810781434,0.0,0.0,1.0,load shedding,10000.0,,,,
