name,bus,control,p_nom,p_min_pu,q_set,sign,carrier,marginal_cost,psse_bus,psse_bus_name,aggregated,p_set_tytfs
49271-1,4922,PV,296.0,0.20270270270270271,-31.233,1.0,unknown,60.0,49271.0,SOUTHBANK,True,281.0
50274-14,5022,PV,150.0,0.3333333333333333,-29.916,1.0,unknown,60.0,50274.0,PBEGG4,True,150.0
50275-15,5122,PV,150.0,0.3333333333333333,-37.395,1.0,unknown,60.0,50275.0,PBEGG5,True,150.0
50573-3,5071,PV,81.0,0.48148148148148145,-11.301,1.0,unknown,60.0,50573.0,SEAL_ROCK,True,80.0
50574-4,5051,PV,81.0,0.48148148148148145,-11.301,1.0,unknown,60.0,50574.0,SEAL_ROCK,True,80.0
51478-1,5142,PV,296.0,0.20270270270270271,-112.0,1.0,unknown,60.0,51478.0,TARBG5,True,281.0
51771-CT,5172,PV,262.0,0.5916030534351145,-91.0,1.0,unknown,60.0,51771.0,TYNAGH,True,262.0
51772-ST,5172,PV,142.0,0.7816901408450704,-61.0,1.0,unknown,60.0,51772.0,TYNAGH,True,142.0
52071-1,5202,Slack,73.0,-1.0,-6.532,1.0,unknown,60.0,52071.0,TURLG1,True,-24.747
52072-2,5202,PV,73.0,-1.0,-7.1,1.0,unknown,60.0,52072.0,TURLG2,True,-24.655
52073-3,5202,PV,73.0,-1.0,-6.532,1.0,unknown,60.0,52073.0,TURLG3,True,-24.747
52074-4,5202,PV,73.0,-1.0,-7.1,1.0,unknown,60.0,52074.0,TURLG4,True,-24.655
53071-XX,5301,PV,30.0,0.0,-21.608,1.0,unknown,60.0,53071.0,THURLES STAT,True,0.0
70507-7,70510,PV,55.0,0.14545454545454545,5.109,1.0,unknown,60.0,70507.0,BAFDG7,True,55.0
70508-8,70510,PV,55.0,0.14545454545454545,5.109,1.0,unknown,60.0,70508.0,BAFDG8,True,55.0
70516-D,70510,PV,97.0,0.6701030927835051,9.73,1.0,unknown,60.0,70516.0,BAFD_GD,True,97.0
75013-1,75012,PV,100.0,-0.08,-30.438,1.0,unknown,60.0,75013.0,COL_HISC,True,-3.325
75508-8,75510,PV,53.0,0.1509433962264151,25.826,1.0,unknown,60.0,75508.0,COOLG8,True,50.35
75515-ST,75510,PV,166.0,0.6024096385542169,-4.88,1.0,unknown,60.0,75515.0,GEN_COOL,True,156.0
75516-GT,75520,PV,254.0,0.6299212598425197,69.632,1.0,unknown,60.0,75516.0,GEN_COOL,True,194.0
75524-SC,75523,PV,245.0,-0.0326530612244898,-141.0,1.0,unknown,60.0,75524.0,SKRAFT_SC,True,-3.088
86221 import,86221,Slack,500.0,0.0,0.0,1.0,import,150.0,,,,
86221 export,86221,PV,500.0,0.0,0.0,-1.0,export,-0.0,,,,
GB_EWIC import,GB_EWIC,Slack,530.0,0.0,0.0,1.0,import,150.0,,,,
GB_EWIC export,GB_EWIC,PV,530.0,0.0,0.0,-1.0,export,-0.0,,,,
GB_GREENLINK import,GB_GREENLINK,Slack,530.0,0.0,0.0,1.0,import,150.0,,,,
GB_GREENLINK export,GB_GREENLINK,PV,530.0,0.0,0.0,-1.0,export,-0.0,,,,
shed 1021,1021,PQ,73.09615096929294,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1061,1061,PQ,2.652415517482658,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1081,1081,PQ,3.1828986209791896,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1091,1091,PQ,27.607224844465335,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1101,1101,PQ,30.944847703964342,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1121,1121,PQ,49.26861823724038,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1141,1141,PQ,56.65117476090044,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1201,1201,PQ,8.134074253613486,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1221,1221,PQ,13.8367676162012,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1271,1271,PQ,11.007524397553032,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1281,1281,PQ,11.449593650466806,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1301,1301,PQ,9.791833952040145,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1321,1321,PQ,15.560837702564928,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1331,1331,PQ,20.998289513404377,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1341,1341,PQ,15.516630777273551,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1351,1351,PQ,11.626421351632318,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1361,1361,PQ,20.843565274884554,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1371,1371,PQ,79.0861893462746,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1381,1381,PQ,58.64048639901243,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1401,1401,PQ,4.243864827972253,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1411,1411,PQ,132.48815509825877,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1421,1421,PQ,44.36164952989746,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1431,1431,PQ,17.74908050448812,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1441,1441,PQ,40.67037126806743,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1451,1451,PQ,156.93458478439064,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1461,1461,PQ,31.45322734481519,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1481,1481,PQ,32.69102125297376,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1501,1501,PQ,8.730867745047084,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1522,1522,PQ,297.77784876271977,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1541,1541,PQ,6.608935331060957,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1561,1561,PQ,83.9931580536175,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1571,1571,PQ,6.608935331060957,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1581,1581,PQ,8.531936581235882,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1621,1621,PQ,10.4770412940565,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1661,1661,PQ,19.826805993182873,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1691,1691,PQ,9.239247385897924,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1721,1721,PQ,20.97618605075869,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1741,1741,PQ,49.29072169988607,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1781,1781,PQ,112.2855902400992,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1801,1801,PQ,16.06921734341577,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1810,1810,PQ,267.4518980128347,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1811,1811,PQ,255.8917870491394,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1821,1821,PQ,26.192603235141245,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1831,1831,PQ,15.428216926690794,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1841,1841,PQ,25.81684437016454,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1851,1851,PQ,13.217870662121914,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1861,1861,PQ,19.87101291847425,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1871,1871,PQ,47.50034122558527,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1881,1881,PQ,12.643180633334005,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1901,1901,PQ,49.113893998720556,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1921,1921,PQ,8.819281595629839,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1951,1951,PQ,21.285634527798337,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 1961,1961,PQ,31.917400060374653,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2021,2021,PQ,23.960153507926677,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2041,2041,PQ,25.17584395343956,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2072,2072,PQ,379.80379864087104,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2101,2101,PQ,41.709234012414804,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2121,2121,PQ,20.423599484616467,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2141,2141,PQ,32.80153856620221,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2161,2161,PQ,22.63394574918535,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2181,2181,PQ,61.602350393534735,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2191,2191,PQ,24.64536084994303,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2225,2225,PQ,28.491363350292886,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2241,2241,PQ,10.2781101302453,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2251,2251,PQ,15.428216926690794,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2301,2301,PQ,6.874176882809222,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2361,2361,PQ,36.55912721596931,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2421,2421,PQ,344.46036187041454,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2481,2481,PQ,43.389097173487144,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2541,2541,PQ,33.48674590821856,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2571,2571,PQ,30.745916540153143,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2591,2591,PQ,13.416801825933113,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2681,2681,PQ,25.242154341376633,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2701,2701,PQ,61.35921230443216,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2721,2721,PQ,40.1177847019252,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2741,2741,PQ,15.140871912296838,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2761,2761,PQ,49.776997878091215,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2781,2781,PQ,59.56883183013137,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2821,2821,PQ,64.87366286509669,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2861,2861,PQ,70.24480428799907,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2881,2881,PQ,17.77118396713381,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2931,2931,PQ,48.6276178205154,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2941,2941,PQ,13.814664153555512,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 2951,2951,PQ,13.880974541492577,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3081,3081,PQ,39.67571544901143,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3091,3091,PQ,45.0689603345595,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3101,3101,PQ,22.169773033625887,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3221,3221,PQ,52.7609653352592,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3231,3231,PQ,78.77674086923494,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3241,3241,PQ,21.285634527798337,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3261,3261,PQ,33.553056296155624,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3271,3271,PQ,48.14134164231025,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3301,3301,PQ,34.591919040503,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3321,3321,PQ,52.29679261969974,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3352,3352,PQ,258.27896101487386,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3381,3381,PQ,22.5234284359569,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3401,3401,PQ,12.554766782751248,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3431,3431,PQ,77.36211925991087,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3501,3501,PQ,11.294869411946987,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3541,3541,PQ,100.3718238740729,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3561,3561,PQ,24.247498522320633,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3581,3581,PQ,38.968404644349384,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3601,3601,PQ,18.655322472961362,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3651,3651,PQ,145.8828534615462,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3681,3681,PQ,79.32932743537717,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3751,3751,PQ,15.649251553147682,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3761,3761,PQ,32.889952416784965,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3781,3781,PQ,98.0288568336299,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3801,3801,PQ,53.29144843875575,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3821,3821,PQ,38.26109383968734,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3861,3861,PQ,5.481658736130826,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3871,3871,PQ,47.80978970262491,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3881,3881,PQ,21.285634527798337,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3911,3911,PQ,52.49572378351094,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3921,3921,PQ,65.09469749155357,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3961,3961,PQ,9.570799325583257,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 3981,3981,PQ,47.52244468823096,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4001,4001,PQ,38.437921540852855,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4012,4012,PQ,129.1063253134684,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4021,4021,PQ,17.88170128036225,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4041,4041,PQ,29.817571109034212,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4061,4061,PQ,14.897733823194262,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4081,4081,PQ,16.157631193998526,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4101,4101,PQ,70.73108046620422,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4111,4111,PQ,95.04488937646192,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4201,4201,PQ,33.13309050588754,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4211,4211,PQ,23.783325806761166,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4221,4221,PQ,39.16733580816058,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4261,4261,PQ,25.15374049079388,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4281,4281,PQ,24.556946999360278,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4341,4341,PQ,0.6631038793706645,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4361,4361,PQ,23.297049628556014,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4401,4401,PQ,17.17439047570021,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4481,4481,PQ,34.3929878766918,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4491,4491,PQ,7.714108463345397,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4501,4501,PQ,39.78623276223988,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4511,4511,PQ,16.06921734341577,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4621,4621,PQ,231.02539157273958,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4651,4651,PQ,67.57028530787072,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4681,4681,PQ,41.86395825093463,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4691,4691,PQ,104.50517138881673,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4701,4701,PQ,22.037152257751757,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4741,4741,PQ,20.180461395513895,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4901,4901,PQ,5.061692945862739,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4951,4951,PQ,29.994398810199726,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4961,4961,PQ,42.92492445792769,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 4981,4981,PQ,43.322786785550086,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5001,5001,PQ,24.247498522320633,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5031,5031,PQ,7.714108463345397,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5061,5061,PQ,13.063146423602092,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5091,5091,PQ,10.675972457867699,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5111,5111,PQ,116.90521393304815,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5131,5131,PQ,7.714108463345397,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5181,5181,PQ,71.63732243467746,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5221,5221,PQ,8.377212342716062,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5231,5231,PQ,12.090594067191784,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5261,5261,PQ,14.05780224265809,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5281,5281,PQ,33.265711281761675,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5301,5301,PQ,22.965497688870684,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5321,5321,PQ,25.41898204254214,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5331,5331,PQ,61.2707984538494,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5341,5341,PQ,15.627148090501993,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5361,5361,PQ,13.858871078846889,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5381,5381,PQ,23.20863577797326,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5441,5441,PQ,46.2846507800724,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5481,5481,PQ,19.89311638111994,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5501,5501,PQ,44.229028754023325,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 5521,5521,PQ,19.826805993182873,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 13810,13810,PQ,8.134074253613486,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 17010,17010,PQ,13.217870662121914,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 18010,18010,PQ,35.25502291987367,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 22811,22811,PQ,24.048567358509437,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 32210,32210,PQ,3.647071336538655,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70010,70010,PQ,14.234629943823599,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70111,70111,PQ,19.915219843765627,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70311,70311,PQ,33.30991820705305,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70510,70510,PQ,2.0777254886947487,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 70520,70520,PQ,6.233176466084246,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 71011,71011,PQ,21.1530137519242,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 71012,71012,PQ,20.954082588113,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 71511,71511,PQ,30.480674988404882,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 72512,72512,PQ,43.89747681433799,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 73012,73012,PQ,34.14984978758922,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 74011,74011,PQ,27.408293680654133,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 74712,74712,PQ,32.49209008916256,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75010,75010,PQ,29.68495033316008,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75510,75510,PQ,72.21201246346538,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75520,75520,PQ,2.0777254886947487,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 75810,75810,PQ,46.35096116800945,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 76011,76011,PQ,46.90354773415167,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 76511,76511,PQ,28.29243218648169,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 76513,76513,PQ,33.265711281761675,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 77010,77010,PQ,61.24869499120371,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 77511,77511,PQ,68.5870445895724,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 78511,78511,PQ,26.281017085724002,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 79010,79010,PQ,41.709234012414804,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 80011,80011,PQ,22.12556610833451,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 80511,80511,PQ,13.549422601807246,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 82020,82020,PQ,16.62180390955799,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 82511,82511,PQ,30.944847703964342,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 83011,83011,PQ,33.75198745996683,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 83510,83510,PQ,16.511286596329548,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84011,84011,PQ,49.6222736395714,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84412,84412,PQ,26.966224427740357,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 84511,84511,PQ,28.889225677915285,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 86312,86312,PQ,30.878537316027277,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 86512,86512,PQ,53.84403500489796,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 87510,87510,PQ,42.637579443533724,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 88012,88012,PQ,39.719922374302804,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 88512,88512,PQ,26.502051712180894,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 89311,89311,PQ,23.89384311998961,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 89510,89510,PQ,30.281743824593676,0.0,0.0,1.0,load shedding,10000.0,,,,
shed 90511,90511,PQ,47.743479314687846,0.0,0.0,1.0,load shedding,10000.0,,,,
