osm,name,names,keys,power,operator,voltage_kv,max_kv,lat,lon
way/744970683,Poyntzpass 33kV Substation,Poyntzpass 33kV Substation,POYNTZPASS,substation,NIE Networks,33,33.0,54.2910623,-6.3747161
node/9678366249,Proby Sq,Proby Sq | 001023,PROBY SQ | 001023,substation,ESB Networks,10,10.0,53.2891862,-6.1807846
way/1480906487,Profile Park Power Station,Profile Park Power Station,PROFILE PARK,plant,Greener Ideas Ltd,,,53.3147911,-6.4422679
way/207331199,Prospect 220kV Substation,Prospect 220kV Substation,PROSPECT,substation,EirGrid,220,220.0,52.6394329,-9.2533719
way/436808963,Purcells Inch 38kV Substation,Purcells Inch 38kV Substation | Purcellsinch 38kV Substation,PURCELLS INCH | PURCELLSINCH,substation,ESB Networks,38,38.0,52.6442026,-7.2093181
way/477222002,Queens Road 33kV Substation,Queens Road 33kV Substation,QUEENS ROAD,substation,NIE Networks,33,33.0,54.6095449,-5.9053063
way/1443308155,RACECOURSE,RACECOURSE | 077072X,RACECOURSE | 077072X,substation,ESB Networks,20;0.4;0.23,20.0,52.5904476,-8.6939974
way/1337787111,RAILWAY STN SUB,RAILWAY STN SUB | 007S45Y,RAILWAY STN SUB | 007S45Y,substation,ESB Networks,,,52.3433208,-6.464583
way/79803767,Raffeen 220 kV Substation,Raffeen 220 kV Substation,RAFFEEN,substation,EirGrid,220;110,220.0,51.8268181,-8.3695668
way/374797509,Rahans 38 kV Substation,Rahans 38 kV Substation,RAHANS,substation,ESB Networks,38,38.0,54.0994927,-9.1572065
way/1202661628,Raheen 38-kV substation,Raheen 38-kV substation,RAHEEN 38 KV,substation,ESB Networks,38;20;10,38.0,52.6264186,-8.6560257
relation/14139522,Raheen Barr Wind Farm,Raheen Barr Wind Farm,RAHEEN BARR WIND FARM,plant,Ecopower,,,53.8998012,-9.3562038
relation/14180057,Raheenleagh Wind Farm,Raheenleagh Wind Farm,RAHEENLEAGH WIND FARM,plant,Raheenleagh Power DAC (Coillte and ESB),,,52.7940528,-6.3028895
way/449624351,Raheny DART Substation,Raheny DART Substation,RAHENY DART,substation,Irish Rail,38,38.0,53.3813482,-6.1764356
relation/15085042,Rahora Wind Farm,Rahora Wind Farm,RAHORA WIND FARM,plant,Ecopower,,,52.3985361,-7.0500055
way/231644035,Ramparts 38kV Substation,Ramparts 38kV Substation,RAMPARTS,substation,ESB Networks,38;10,38.0,54.0023996,-6.3962359
node/12244984758,Ramsey Water Turbine Substation,Ramsey Water Turbine Substation,RAMSEY WATER TURBINE,substation,National Grid Electricity Distribution Plc,11;0.4,11.0,51.8789989,-5.3071588
way/144143680,Ramstown 38 kV Substation,Ramstown 38 kV Substation,RAMSTOWN,substation,ESB Networks,38,38.0,52.6688238,-6.3046626
way/456216245,Randalstown 38kV Substation,Randalstown 38kV Substation,RANDALSTOWN,substation,ESB Networks,38,38.0,53.6797161,-6.7123099
way/477212985,Randalstown Central 33/11 kV Substation,Randalstown Central 33/11 kV Substation,RANDALSTOWN CENTRAL 33,substation,NIE Networks,33;11,33.0,54.7527992,-6.3172344
way/1046559938,Raragh 20 kV Substation,Raragh 20 kV Substation,RARAGH,substation,ESB Networks,20,20.0,53.9239206,-6.821734
relation/13783580,Raragh Wind Farm,Raragh Wind Farm,RARAGH WIND FARM,plant,Raragh Developments Limited (Mainstream Renewable Power),,,53.9257199,-6.8262333
way/485027264,Rasharkin 110kV Substation,Rasharkin 110kV Substation,RASHARKIN,substation,NIE Networks,110,110.0,54.9652587,-6.4957258
way/631161189,Rathcahill 38 kV Substation,Rathcahill 38 kV Substation,RATHCAHILL,substation,ESB Networks,38,38.0,52.3973137,-9.1287955
relation/15459801,Rathcahill Wind Farm,Rathcahill Wind Farm,RATHCAHILL WIND FARM,plant,SSE Renewables,,,52.3949874,-9.1353431
way/1041852134,Rathcoole 33 kV Substation,Rathcoole 33 kV Substation,RATHCOOLE,substation,NIE Networks,33,33.0,54.6669118,-5.9367683
way/1013905509,Rathcoole Shopping Mall,Rathcoole Shopping Mall,RATHCOOLE SHOPPING MALL,substation,ESB Networks,10,10.0,53.2817553,-6.4713229
way/444961291,Rathdown 38 kV Substation,Rathdown 38 kV Substation | Greystones DART Substation,RATHDOWN | GREYSTONES DART,substation,ESB Networks,38,38.0,53.1592236,-6.0769916
way/454608401,Rathdowney 38 kV Substation,Rathdowney 38 kV Substation,RATHDOWNEY,substation,ESB Networks,38,38.0,52.8570417,-7.602425
way/524302123,Rathdrum 38kV Substation,Rathdrum 38kV Substation,RATHDRUM,substation,ESB Networks,38,38.0,52.9474127,-6.2441451
way/1102168850,Rathfriland 33 kV Substation,Rathfriland 33 kV Substation,RATHFRILAND,substation,NIE Networks,33,33.0,54.2332521,-6.1470353
way/166809462,Rathgael 110kV Substation,Rathgael 110kV Substation,RATHGAEL,substation,NIE Networks,110,110.0,54.6465345,-5.6724001
way/211049457,Rathkeale 110kV Substation,Rathkeale 110kV Substation,RATHKEALE,substation,EirGrid,110;38;20,110.0,52.5436993,-8.9685536
way/403367866,Rathmore 38 kV Substation,Rathmore 38 kV Substation,RATHMORE,substation,ESB Networks,38,38.0,52.0847612,-9.1840065
way/527975686,Rathmullan 38 kV Substation,Rathmullan 38 kV Substation,RATHMULLAN,substation,ESB Networks,38,38.0,53.7076299,-6.3746568
relation/16176460,Rathnacally Wind Farm,Rathnacally Wind Farm,RATHNACALLY WIND FARM,plant,NTR plc,,,52.328676,-8.7009602
way/1487359615,Rathnaskilloge 110 kV Substation,Rathnaskilloge 110 kV Substation,RATHNASKILLOGE,substation,EirGrid,110,110.0,52.1571371,-7.4519341
relation/20800667,Rathnaskilloge Solar Farm,Rathnaskilloge Solar Farm,RATHNASKILLOGE SOLAR FARM,plant,Highfield Solar,,,52.1590746,-7.4461876
way/1357547992,Rathnaskilloge Solar Farm - Curraheen Array,Rathnaskilloge Solar Farm - Curraheen Array,RATHNASKILLOGE SOLAR FARM CURRAHEEN ARRAY,plant,Highfield Solar,,,52.1458549,-7.4814587
way/1419351580,Rathnaskilloge Solar Farm - Glen East Array,Rathnaskilloge Solar Farm - Glen East Array,RATHNASKILLOGE SOLAR FARM GLEN EAST ARRAY,plant,Highfield Solar,,,52.1685037,-7.4636647
way/1419193221,Rathnaskilloge Solar Farm - Glen West Array,Rathnaskilloge Solar Farm - Glen West Array,RATHNASKILLOGE SOLAR FARM GLEN WEST ARRAY,plant,Highfield Solar,,,52.1700213,-7.4705341
relation/10102897,Rathsherry Wind Farm,Rathsherry Wind Farm,RATHSHERRY WIND FARM,plant,Energia,,,54.9379647,-6.1975364
way/152447080,Ratrussan 110kV Substation,Ratrussan 110kV Substation,RATRUSSAN,substation,EirGrid,110,110.0,54.0013256,-7.1060697
way/218565935,Reamore 110kV Substation,Reamore 110kV Substation,REAMORE,substation,EirGrid,110;38,110.0,52.302124,-9.5436255
way/444837389,Red Cow Luas Substation,Red Cow Luas Substation,RED COW LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3156946,-6.3687712
way/437694198,Redmondstown 38 kV Substation,Redmondstown 38 kV Substation,REDMONDSTOWN,substation,ESB Networks,38,38.0,52.3628482,-7.6550453
way/303807407,Reeds Square,Reeds Square,REEDS SQUARE,substation,ESB Networks,10;0.4;0.23,10.0,51.8937261,-8.4774372
relation/15019551,Reenascreena Wind Farm,Reenascreena Wind Farm,REENASCREENA WIND FARM,plant,,,,51.6244791,-9.0341374
way/1525622432,Renewable Power Systems Ltd (RPS),Renewable Power Systems Ltd (RPS),RENEWABLE SYSTEMS LTD RPS,plant,Renewable Power Systems Ltd,,,54.6316462,-5.9104626
way/334099892,Rhode Power Station,Rhode Power Station,RHODE,plant,SSE Thermal,,,53.3592529,-7.2122571
way/375533546,Richfield 38kV Substation,Richfield 38kV Substation,RICHFIELD,substation,ESB Networks,38,38.0,52.2191089,-6.5938836
relation/14350678,Richfield Wind Farm,Richfield Wind Farm,RICHFIELD WIND FARM,plant,SSE Renewables,,,52.2149693,-6.5920852
way/745053767,Richhill Central 33kV Substation,Richhill Central 33kV Substation,RICHHILL CENTRAL,substation,NIE Networks,33,33.0,54.385125,-6.5392493
way/151556697,Richmond 110kV Substation,Richmond 110kV Substation,RICHMOND,substation,EirGrid,110;38;20,110.0,53.743184,-7.857067
way/648742154,Rigged Hill 33kV Substation,Rigged Hill 33kV Substation,RIGGED HILL,substation,NIE Networks,33,33.0,55.0270299,-6.8207172
way/460077819,Rigged Hill Wind Farm,Rigged Hill Wind Farm,RIGGED HILL WIND FARM,plant,Scottish Power Renewables,,,55.0229719,-6.8222154
way/33879852,Rinawade,Rinawade,RINAWADE,substation,EirGrid,110;38,110.0,53.355297,-6.5211765
way/228368951,Rineanna 38 kV Substation,Rineanna 38 kV Substation | Shannon Airport 38kV Substation,RINEANNA | SHANNON AIRPORT,substation,ESB Networks,38;10,38.0,52.7150758,-8.8803918
way/438019978,Ringaskiddy 110 kV Substation,Ringaskiddy 110 kV Substation,RINGASKIDDY,substation,EirGrid,110,110.0,51.8332719,-8.3445201
way/1208189197,Ringaskiddy 38 kV Substation,Ringaskiddy 38 kV Substation,RINGASKIDDY,substation,ESB Networks,38,38.0,51.8332438,-8.3449552
way/359657275,Ringsend 110kV Substation,Ringsend 110kV Substation,RINGSEND,substation,EirGrid,110,110.0,53.3397238,-6.2066748
way/437402679,Ringsend 38kV Substation,Ringsend 38kV Substation,RINGSEND,substation,ESB Networks,38;10,38.0,53.3406473,-6.2059296
way/502269793,Ringsend Flexgen,Ringsend Flexgen,RINGSEND FLEXGEN,plant,ESB Generation and Wholesale Markets,,,53.3385763,-6.2053159
way/260953175,Rivers 38 kV Substation,Rivers 38 kV Substation,RIVERS,substation,ESB Networks,38,38.0,52.6735638,-8.5375803
way/519125525,Riverstown 38kV Substation,Riverstown 38kV Substation,RIVERSTOWN,substation,ESB Networks,38;20;10,38.0,51.939668,-8.3790228
node/12474387392,Riverwalk,Riverwalk | 4352T,RIVERWALK | 4352T,substation,ESB Networks,,,52.7986735,-6.1528293
node/13892230669,Roches Avenue Kiosk,Roches Avenue Kiosk,ROCHES AVENUE KIOSK,substation,ESB Networks,10,10.0,52.6219129,-8.6629639
way/1181220320,Roches Street 38 kV Substation,Roches Street 38 kV Substation,ROCHES STREET,substation,ESB Networks,38,38.0,52.6614907,-8.6247128
way/153320588,Roosky 38 kV Substation,Roosky 38 kV Substation,ROOSKY,substation,ESB Networks,38,38.0,53.8345188,-7.9105506
relation/14139527,Roosky Wind Farm,Roosky Wind Farm,ROOSKY WIND FARM,plant,Gaelectric,,,53.8785142,-8.5854643
way/203486527,Ros a Mhíl 38kV Substation,Ros a Mhíl 38kV Substation,ROS A MH L,substation,ESB Networks,38;10,38.0,53.2787529,-9.5287464
way/463366931,Rosbercon 38kV Substation,Rosbercon 38kV Substation,ROSBERCON,substation,ESB Networks,38;20,38.0,52.401275,-6.9546907
way/201499100,Roscommon 38 kV Substation,Roscommon 38 kV Substation,ROSCOMMON,substation,ESB Networks,38,38.0,53.6384781,-8.165756
way/509453016,Roscrea 38 kV Substation,Roscrea 38 kV Substation,ROSCREA,substation,ESB Networks,38;20;10,38.0,52.9499593,-7.7947712
way/166809457,Rosebank 110kV Substation,Rosebank 110kV Substation,ROSEBANK,substation,NIE Networks,110,110.0,54.5759299,-5.8678235
way/1006033074,Rosehill 38 kV Substation,Rosehill 38 kV Substation,ROSEHILL,substation,ESB Networks,38,38.0,52.6429188,-7.2637083
way/598946275,Roslea Primary Substation,Roslea Primary Substation,ROSLEA PRIMARY,substation,NIE Networks,33,33.0,54.2322281,-7.3151638
way/376525091,Rosscarbery 38 kV Substation,Rosscarbery 38 kV Substation | Ross Carbery 38 kV Substation,ROSSCARBERY | ROSS CARBERY,substation,ESB Networks,38,38.0,51.6014962,-9.0221208
way/458781822,Rossgeir 38 kV Substation,Rossgeir 38 kV Substation | Rosgier 38 kV Substation,ROSSGEIR | ROSGIER,substation,ESB Networks,38,38.0,54.8561228,-7.5035133
way/1125145155,Rosspile 110 kV Substation,Rosspile 110 kV Substation,ROSSPILE,substation,EirGrid,110,110.0,52.3018955,-6.7423279
relation/15262053,Rosspile Solar Farm,Rosspile Solar Farm,ROSSPILE SOLAR FARM,plant,Highfield Energy,,,52.31024,-6.739148
way/651489320,Rostrevor 33kV Substation,Rostrevor 33kV Substation,ROSTREVOR,substation,NIE Networks,33,33.0,54.0956988,-6.1895336
way/1037300206,Roughfort Central 33 kV Substation,Roughfort Central 33 kV Substation,ROUGHFORT CENTRAL,substation,NIE Networks,33,33.0,54.687298,-6.0202539
way/793644818,Rusheen 38kV Substation,Rusheen 38kV Substation,RUSHEEN,substation,ESB Networks,38,38.0,52.7793438,-9.2153969
way/235560256,Ryebrook 110kV Substation,Ryebrook 110kV Substation,RYEBROOK,substation,EirGrid,110,110.0,53.3776928,-6.5224663
way/1436768134,SCIENCE BUILDING-2,SCIENCE BUILDING-2 | 067344Y,SCIENCE BUILDING 2 | 067344Y,substation,ESB Networks,10;0.4,10.0,52.671155,-8.5774877
node/13198377623,SSE Airtricity,SSE Airtricity,SSE AIRTRICITY,substation,SSE plc,,,54.5940591,-5.9346938
way/899573393,STH COUNTY S/S,STH COUNTY S/S | 001280,STH COUNTY S S | 001280,substation,ESB Networks,10,10.0,53.2946635,-6.2024168
way/186932169,Saggart 38 kV Substation,Saggart 38 kV Substation,SAGGART,substation,ESB Networks,38;10,38.0,53.2751989,-6.449979
way/702282360,Saggart Luas Substation,Saggart Luas Substation,SAGGART LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.2848932,-6.4383462
way/510273859,Sallins 38kV Substation,Sallins 38kV Substation,SALLINS,substation,ESB Networks,38;10,38.0,53.2595738,-6.6677089
way/478387474,Sallynoggin Road 38kV Substation,Sallynoggin Road 38kV Substation,SALLYNOGGIN ROAD,substation,ESB Networks,38,38.0,53.2783903,-6.1375784
way/146157089,Salthill 110kV Substation,Salthill 110kV Substation,SALTHILL,substation,EirGrid,110;38;10,110.0,53.2741041,-9.0793907
way/83625714,Sandyford 38kV Substation,Sandyford 38kV Substation,SANDYFORD,substation,ESB Networks,38;10,38.0,53.2680294,-6.2298278
way/399058538,Sandyford Luas Substation,Sandyford Luas Substation,SANDYFORD LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.2763094,-6.2031334
way/409097336,Sandymount DART Substation,Sandymount DART Substation,SANDYMOUNT DART,substation,Irish Rail,38,38.0,53.3291424,-6.2224197
way/445330309,Santry 38 kV Substation,Santry 38 kV Substation,SANTRY,substation,ESB Networks,38,38.0,53.3962463,-6.2432764
way/481294138,Scariff 38 kV Substation,Scariff 38 kV Substation,SCARIFF,substation,ESB Networks,38,38.0,52.9071047,-8.5368493
relation/15261515,Scartaglen Wind Farm,Scartaglen Wind Farm,SCARTAGLEN WIND FARM,plant,Scart Energy,,,52.1630056,-9.3067612
way/820247439,Scartaglin 38 kV Substation,Scartaglin 38 kV Substation,SCARTAGLIN,substation,ESB Networks,38,38.0,52.1652853,-9.3135043
way/190919157,Scarteen 38kV Substation,Scarteen 38kV Substation | Mallow II 38kV Substation,SCARTEEN | MALLOW II,substation,ESB Networks,38;20;10,38.0,52.1423103,-8.675513
way/251226613,Screeb 110kV Substation,Screeb 110kV Substation,SCREEB,substation,EirGrid,110;38,110.0,53.3804345,-9.5853139
way/1053574773,Screggagh 33kV Substation,Screggagh 33kV Substation,SCREGGAGH,substation,NIE Networks,33,33.0,54.4567112,-7.3310886
way/1214782649,Screggagh Wind Farm,Screggagh Wind Farm,SCREGGAGH WIND FARM,plant,WPO,,,54.4519929,-7.3349434
way/807668322,Seaforde Central 33kV Substation,Seaforde Central 33kV Substation,SEAFORDE CENTRAL,substation,NIE Networks,33,33.0,54.3061415,-5.8351582
way/374415638,Sealrock 110 kV Substation,Sealrock 110 kV Substation,SEALROCK,substation,RUSAL,110,110.0,52.6328727,-9.0577245
way/919486425,Sealrock Power Plant,Sealrock Power Plant,SEALROCK,plant,RUSAL,,,52.6324891,-9.0597258
way/706307594,Seegronan 33 kV Substation,Seegronan 33 kV Substation,SEEGRONAN,substation,NIE Networks,33,33.0,54.6518424,-7.6968216
way/706307586,Seegronan Wind Farm,Seegronan Wind Farm,SEEGRONAN WIND FARM,plant,Seegronan Windfarm Limited,,,54.6462298,-7.7005165
relation/14290946,Seltannaveeny Wind Farm,Seltannaveeny Wind Farm,SELTANNAVEENY WIND FARM,plant,Energia,,,54.1093894,-8.1167352
way/443093953,Semperit 38kV Substation,Semperit 38kV Substation,SEMPERIT,substation,ESB Networks,38,38.0,53.3327539,-6.3563815
way/152444285,Shankill 110 kV Substation,Shankill 110 kV Substation,SHANKILL,substation,EirGrid,110,110.0,53.9987866,-7.2988808
way/444956262,Shankill DART Substation,Shankill DART Substation,SHANKILL DART,substation,Irish Rail,38,38.0,53.2357349,-6.1176186
relation/14290912,Shannagh Wind Farm,Shannagh Wind Farm,SHANNAGH WIND FARM,plant,Shannagh Wind Farm Limited,,,54.6679641,-8.5823767
way/523127410,Shannon 38 kV Substation,Shannon 38 kV Substation,SHANNON,substation,ESB Networks,38;10,38.0,52.7006382,-8.9005792
way/886108560,Shannonbridge 100 MW BESS,Shannonbridge 100 MW BESS,SHANNONBRIDGE 100 MW BESS,plant,Lumcloon Energy Limited,,,53.2720128,-8.0350068
way/343434904,Shannonbridge 110kV Substation,Shannonbridge 110kV Substation,SHANNONBRIDGE,substation,EirGrid,110,110.0,53.2728573,-8.0404668
way/197846408,Shannonbridge 220/110kV,Shannonbridge 220/110kV,SHANNONBRIDGE 220,substation,EirGrid,220;110,220.0,53.2710643,-8.0377635
way/1495889815,Shannonbridge B BESS,Shannonbridge B BESS,SHANNONBRIDGE B BESS,plant,Lumcloon Energy Limited,,,53.2729595,-8.0316146
relation/15018499,Shantavny Scotch,Shantavny Scotch,SHANTAVNY SCOTCH,plant,Tyrone Wind Energy Ltd,,,54.4933844,-7.0960553
way/1079169584,Shehy More 33 kV Substation,Shehy More 33 kV Substation,SHEHY MORE,substation,Shehy More Windfarm Limited,33,33.0,51.8108122,-9.1950332
way/403287317,Shellybanks 220kV GIS Substation,Shellybanks 220kV GIS Substation,SHELLYBANKS GIS,substation,EirGrid,220,220.0,53.3383621,-6.1881744
way/384987120,Shelton Abbey 110kV Substation,Shelton Abbey 110kV Substation,SHELTON ABBEY,substation,EirGrid,110,110.0,52.8130651,-6.1795599
way/520429237,Shercock 38kV Substation,Shercock 38kV Substation,SHERCOCK,substation,ESB Networks,38,38.0,53.9866923,-6.9120649
way/45619562,Sheriff Street 38 kV Station,Sheriff Street 38 kV Station,SHERIFF STREET,substation,ESB Networks,38,38.0,53.350684,-6.2451541
way/520417362,Shillelagh 38 kV Substation,Shillelagh 38 kV Substation,SHILLELAGH,substation,ESB Networks,38,38.0,52.7521915,-6.5327303
way/790605296,Shranakilla 110kV Substation,Shranakilla 110kV Substation,SHRANAKILLA,substation,EirGrid,110,110.0,54.1417702,-9.5449258
way/1049637254,Shrigley 33kV Substation,Shrigley 33kV Substation,SHRIGLEY,substation,NIE Networks,33,33.0,54.4083104,-5.6645335
way/681491900,Silverbridge 33kV Substation,Silverbridge 33kV Substation,SILVERBRIDGE,substation,NIE Networks,33,33.0,54.0991189,-6.5368451
node/13701693865,Silversprings Lane 021713X,Silversprings Lane 021713X | 021713X,SILVERSPRINGS LANE 021713X | 021713X,substation,ESB Networks,20,20.0,51.9032744,-8.4256562
way/220264906,Singland 110kV Substation,Singland 110kV Substation,SINGLAND,substation,EirGrid,110;20;10,110.0,52.6634944,-8.5873819
way/510671365,Sion Mills 33kV Substation,Sion Mills 33kV Substation,SION MILLS,substation,NIE Networks,33,33.0,54.7855826,-7.4647894
way/477224642,Skegoneill Street 33 kV Substation,Skegoneill Street 33 kV Substation,SKEGONEILL STREET,substation,NIE Networks,33,33.0,54.6220291,-5.9212082
relation/15506985,Skehanagh Wind Farm,Skehanagh Wind Farm,SKEHANAGH WIND FARM,plant,Skehanagh Wind Farm Ltd,,,53.0208741,-7.9829733
way/341814771,Skibbereen 38 kV Substation,Skibbereen 38 kV Substation,SKIBBEREEN,substation,ESB Networks,38,38.0,51.5595111,-9.2443588
way/1046481962,Slane 38 kV Substation,Slane 38 kV Substation,SLANE,substation,ESB Networks,38,38.0,53.7477819,-6.5520414
way/793255383,Sliabh Bawn 110 kV Substation,Sliabh Bawn 110 kV Substation,SLIABH BAWN,substation,EirGrid,110,110.0,53.7511805,-8.0518963
relation/14139529,Sliabh Bawn Wind Farm,Sliabh Bawn Wind Farm,SLIABH BAWN WIND FARM,plant,Sliabh Bawn Power DAC,,,53.7328957,-8.0615256
relation/14028098,Slieve Divena II,Slieve Divena II,SLIEVE DIVENA II,plant,Greencoat Renewables,,,54.5134351,-7.0993993
relation/14028097,Slieve Divena Wind Farm,Slieve Divena Wind Farm,SLIEVE DIVENA WIND FARM,plant,Greencoat Renewables,,,54.5044111,-7.1033021
way/220472977,Slieve Kirk 110 kV Substation,Slieve Kirk 110 kV Substation,SLIEVE KIRK,substation,NIE Networks,110,110.0,54.9176481,-7.2636039
way/439617619,Slieve Kirk 110kV Substation,Slieve Kirk 110kV Substation,SLIEVE KIRK,substation,NIE Networks,110,110.0,54.9275242,-7.3040036
relation/11198794,Slieve Kirk Wind Farm,Slieve Kirk Wind Farm,SLIEVE KIRK WIND FARM,plant,SSE,,,54.912491,-7.2550592
relation/8384695,Slieve Rushen Wind Farm,Slieve Rushen Wind Farm,SLIEVE RUSHEN WIND FARM,plant,B9 Energy,,,54.1585082,-7.6154787
way/821276203,Slievecallan 110 kV Substation,Slievecallan 110 kV Substation,SLIEVECALLAN,substation,EirGrid,110;33,110.0,52.8288117,-9.2836999
relation/14167465,Slievecallan Wind Farm,Slievecallan Wind Farm,SLIEVECALLAN WIND FARM,plant,Brookfield Renewable Partners,,,52.8369364,-9.282422
way/1051183849,Slieveglass 11 kV Substation,Slieveglass 11 kV Substation,SLIEVEGLASS,substation,NIE Networks,33,33.0,54.6480485,-7.5731852
way/1001931544,Slieveglass Wind Farm,Slieveglass Wind Farm,SLIEVEGLASS WIND FARM,plant,Energia,,,54.645585,-7.571893
way/124120112,Sligo 110kV Substation,Sligo 110kV Substation,SLIGO,substation,EirGrid,110;38,110.0,54.2412252,-8.4672217
way/441719531,Smearla 38 kV Substation,Smearla 38 kV Substation | Listowel 38kV Substation,SMEARLA | LISTOWEL,substation,ESB Networks,38;20;10,38.0,52.4347822,-9.438872
node/4041712391,Smithfield Luas Substation,Smithfield Luas Substation,SMITHFIELD LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3470216,-6.2771185
way/1043281980,Snow Hill 38kV Substation,Snow Hill 38kV Substation,SNOW HILL,substation,ESB Networks,38;20,38.0,52.2720299,-7.0336768
way/684124854,Snugborough 110kV Substation,Snugborough 110kV Substation,SNUGBOROUGH,substation,EirGrid,110;20,110.0,53.4066092,-6.356603
relation/15507021,Snugborough Wind Farm,Snugborough Wind Farm,SNUGBOROUGH WIND FARM,plant,Platina,,,54.1393793,-7.6108651
way/746012677,Solar Farm,Solar Farm,SOLAR FARM,plant,,,,54.6571441,-6.7184856
way/183080497,Somerset 110kV Substation,Somerset 110kV Substation,SOMERSET,substation,EirGrid,110;38,110.0,53.2666198,-8.2305405
way/443610373,Sonnagh Old 38 kV Substation,Sonnagh Old 38 kV Substation,SONNAGH OLD,substation,ESB Networks,38,38.0,53.1313237,-8.6369737
relation/10664357,Sonnagh Old Wind Farm,Sonnagh Old Wind Farm,SONNAGH OLD WIND FARM,plant,Sonnagh Old Windfarm,,,53.1310986,-8.6382303
way/201187920,Sorne Hill 110kV Substation,Sorne Hill 110kV Substation,SORNE HILL,substation,EirGrid,110;20,110.0,55.1313547,-7.3684232
relation/15061649,Sorne Hill Wind Farm,Sorne Hill Wind Farm,SORNE HILL WIND FARM,plant,,,,55.1311549,-7.3641183
relation/15004151,Sorrell Island (Glenmore) Wind Farm,Sorrell Island (Glenmore) Wind Farm | Glenmore Wind Farm,SORRELL ISLAND GLENMORE WIND FARM | GLENMORE WIND FARM,plant,Invis Energy,,,52.7660724,-9.2426755
way/681690951,South Antrim Phase 11,South Antrim Phase 11,SOUTH ANTRIM PHASE 11,plant,,,,54.6809803,-6.230868
way/1041846577,South Central 33 kV Substation,South Central 33 kV Substation,SOUTH CENTRAL,substation,NIE Networks,33,33.0,54.5884494,-5.9340004
node/11748980830,South King Street 38 kV Substation,South King Street 38 kV Substation,SOUTH KING STREET,substation,ESB Networks,38,38.0,53.3396461,-6.2629899
relation/18563627,South Meath Solar Farm,South Meath Solar Farm,SOUTH MEATH SOLAR FARM,plant,Greencoat Renewables,,,53.4487941,-6.5316746
way/502269799,Southwall BESS,Southwall BESS,SOUTHWALL BESS,plant,ESB Generation and Wholesale Markets,,,53.3382419,-6.2033259
way/636602944,Spa Road 38 kV Substation,Spa Road 38 kV Substation,SPA ROAD,substation,ESB Networks,38,38.0,52.349662,-7.6844554
way/691406091,Spadden 38kV Substation,Spadden 38kV Substation,SPADDEN,substation,ESB Networks,38,38.0,54.5256932,-8.1865984
way/444830508,Spencer Dock Luas Substation,Spencer Dock Luas Substation,SPENCER DOCK LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3487969,-6.2370164
node/10120768237,Spencer Pl. Sth No. 2,Spencer Pl. Sth No. 2,SPENCER PL STH NO 2,substation,ESB Networks,10,10.0,53.3484887,-6.2354382
relation/15019451,Spion Kop Wind Farm,Spion Kop Wind Farm,SPION KOP WIND FARM,plant,Arigna Fuels,,,54.1259249,-8.1468075
way/1041843751,Springfield 33 kV Substation,Springfield 33 kV Substation,SPRINGFIELD,substation,NIE Networks,33,33.0,54.6007936,-5.963995
way/463113666,Springs 38 kV Substation,Springs 38 kV Substation,SPRINGS,substation,ESB Networks,38;20,38.0,52.0893194,-7.6414131
way/439612273,Springtown 110kV Substation,Springtown 110kV Substation,SPRINGTOWN,substation,NIE Networks,110,110.0,55.0198941,-7.3333798
way/354387740,Sprucefield 33 kV Substation,Sprucefield 33 kV Substation,SPRUCEFIELD,substation,NIE Networks,33;11,33.0,54.494288,-6.0541609
way/172597146,Srah 38kV Substation,Srah 38kV Substation,SRAH,substation,ESB Networks,38;10,38.0,53.2871192,-7.512416
way/185902319,Srananagh 220kV Substation,Srananagh 220kV Substation,SRANANAGH,substation,EirGrid,220;110,220.0,54.1777596,-8.383984
way/1055532500,St Lawrences Pk,St Lawrences Pk | 001217,SAINT LAWRENCES PK | 001217,substation,ESB Networks,10,10.0,53.2926149,-6.1958834
node/3595999379,St. Stephen's Green Luas Substation,St. Stephen's Green Luas Substation,SAINT STEPHEN S GREEN LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3394284,-6.2609333
way/946144272,St. Vincent's,St. Vincent's | 001 4022,SAINT VINCENT S | 001 4022,substation,ESB Networks,10,10.0,53.3172363,-6.2106111
way/946144273,St. Vincent's,St. Vincent's | 001 4019 / 001 4020,SAINT VINCENT S | 001 4019 001 4020,substation,ESB Networks,10,10.0,53.3171878,-6.210611
way/442121651,Stephenstown 110kV Substation,Stephenstown 110kV Substation,STEPHENSTOWN,substation,EirGrid,110;38;10,110.0,53.6013247,-6.1895932
way/1067392136,Stephenstown BESS,Stephenstown BESS,STEPHENSTOWN BESS,plant,RWE,,,53.6013192,-6.1885734
way/505410032,Stickillin 38kV Substation,Stickillin 38kV Substation,STICKILLIN,substation,ESB Networks,38,38.0,53.854141,-6.5212694
way/1495870343,Stonestown 110 kV Substation,Stonestown 110 kV Substation,STONESTOWN,substation,EirGrid,110,110.0,53.2167596,-7.8364361
