name,bus,control,p_nom,p_min_pu,p_set,q_set,sign,carrier,marginal_cost,psse_bus,psse_bus_name,aggregated
39472-SC,39472,PV,250.0,-0.01348,0.0,-0.0,1.0,unknown,60.0,39472.0,MNYPG2-P,False
39473-3,39473,PV,234.0,0.2564102564102564,234.0,-70.944,1.0,unknown,60.0,39473.0,MNYPG3,False
42471-1,42471,PV,31.24,0.32010243277848915,31.0,-4.101,1.0,unknown,60.0,42471.0,TEG_NWALL_1-,False
42471-2,42471,PV,31.24,0.32010243277848915,31.0,-4.101,1.0,unknown,60.0,42471.0,TEG_NWALL_1-,False
42471-3,42471,PV,31.24,0.32010243277848915,31.0,-4.101,1.0,unknown,60.0,42471.0,TEG_NWALL_1-,False
42472-4,42472,PV,31.24,0.32010243277848915,31.0,0.26,1.0,unknown,60.0,42472.0,TEG_NWALL_4-,False
42472-5,42472,PV,31.24,0.32010243277848915,31.0,0.26,1.0,unknown,60.0,42472.0,TEG_NWALL_4-,False
42472-6,42472,PV,31.24,0.32010243277848915,31.0,0.26,1.0,unknown,60.0,42472.0,TEG_NWALL_4-,False
42871-1,42871,PV,8.0,0.0,0.96,-0.195,1.0,unknown,60.0,42871.0,NANGOR,False
42872-1,42872,PV,5.4,0.0,0.648,-0.132,1.0,unknown,60.0,42872.0,NANGOR,False
44471-1,44471,PV,15.0,0.3333333333333333,15.0,-4.549,1.0,hydro,1.0,44471.0,HY_POLLG1_4,False
44471-2,44471,PV,15.0,0.3333333333333333,15.0,-4.549,1.0,hydro,1.0,44471.0,HY_POLLG1_4,False
49451-1,49451,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49451.0,TEG SHANNONB,False
49451-2,49451,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49451.0,TEG SHANNONB,False
49452-5,49452,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49452.0,TEG SHANNONB,False
49452-6,49452,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49452.0,TEG SHANNONB,False
49453-3,49453,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49453.0,TEG SHANNONB,False
49453-4,49453,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49453.0,TEG SHANNONB,False
49454-7,49454,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49454.0,TEG SHANNONB,False
49454-8,49454,PV,38.75,0.12903225806451613,38.0,-7.0,1.0,unknown,60.0,49454.0,TEG SHANNONB,False
50274-14,50274,PV,150.0,0.3333333333333333,150.0,-9.546,1.0,unknown,60.0,50274.0,PBEGG4,False
50275-15,50275,PV,150.0,0.3333333333333333,150.0,-11.933,1.0,unknown,60.0,50275.0,PBEGG5,False
50276-16,50276,PV,163.188,0.18383704684167954,163.188,-15.513,1.0,unknown,60.0,50276.0,PBEGG6,False
50573-3,50573,PV,81.0,0.48148148148148145,81.0,-9.361,1.0,unknown,60.0,50573.0,SEAL_ROCK,False
50574-4,50574,PV,81.0,0.48148148148148145,81.0,-9.361,1.0,unknown,60.0,50574.0,SEAL_ROCK,False
51475-1,51475,PV,48.0,0.5625,38.0,-10.0,1.0,unknown,60.0,51475.0,TEG TARB 5,False
51476-1,51476,PV,48.0,0.5625,39.0,-10.0,1.0,unknown,60.0,51476.0,TEG TARB 6,False
51771-CT,51771,PV,262.0,0.5916030534351145,262.0,-3.28,1.0,unknown,60.0,51771.0,TYNAGH,False
51772-ST,51772,PV,142.0,0.7816901408450704,142.0,-2.179,1.0,unknown,60.0,51772.0,TYNAGH,False
52071-1,52071,Slack,73.0,-1.0,24.018,-4.862,1.0,unknown,60.0,52071.0,TURLG1,False
52072-2,52072,PV,73.0,-1.0,24.179,-4.335,1.0,unknown,60.0,52072.0,TURLG2,False
52073-3,52073,PV,73.0,-1.0,24.018,-4.862,1.0,unknown,60.0,52073.0,TURLG3,False
52074-4,52074,PV,73.0,-1.0,24.179,-4.335,1.0,unknown,60.0,52074.0,TURLG4,False
53071-XX,53071,PV,30.0,0.0,0.0,-30.0,1.0,unknown,60.0,53071.0,THURLES STAT,False
54571-1,54571,PV,95.0,0.0,3.036,-16.184,1.0,solar,0.0,54571.0,PV_ROSSPILE,False
55074-1,55074,PV,7.98,0.0,0.479,-0.097,1.0,solar,0.0,55074.0,PV_BLUSHEENS,False
70390-DP,70390,PV,4.995,0.0,2.5,-0.508,1.0,solar,0.0,70390.0,PV_RENEW_AN,False
70513-A,70513,PV,157.0,0.43312101910828027,157.0,9.158,1.0,unknown,60.0,70513.0,BAFD_GA,False
70514-B,70514,PV,157.0,0.43312101910828027,157.0,9.158,1.0,unknown,60.0,70514.0,BAFD_GB,False
70515-C,70515,PV,173.0,0.27167630057803466,173.0,11.086,1.0,unknown,60.0,70515.0,BAFD_GC,False
70516-D,70516,PV,97.0,0.6701030927835051,97.0,12.601,1.0,unknown,60.0,70516.0,BAFD_GD,False
71093-BR,71093,PV,6.0,0.0,2.5,-0.508,1.0,solar,0.0,71093.0,PV_BALLYGARV,False
75508-8,75508,PV,53.0,0.1509433962264151,53.0,7.283,1.0,unknown,60.0,75508.0,COOLG8,False
75515-ST,75515,PV,165.0,0.6060606060606061,165.0,-23.398,1.0,unknown,60.0,75515.0,GEN_COOL,False
75516-GT,75516,PV,253.0,0.6324110671936759,253.0,10.773,1.0,unknown,60.0,75516.0,GEN_COOL,False
75591-G1,75591,PV,17.6,0.0,17.6,-3.574,1.0,unknown,60.0,75591.0,BIO_MAYD,False
82006-6,82006,PV,350.0,0.34285714285714286,250.0,-86.834,1.0,gas,90.0,82006.0,KIL_OCGT6,False
82007-7,82007,PV,350.0,0.34285714285714286,250.0,-86.834,1.0,gas,90.0,82007.0,KIL_OCGT7,False
84095-BA,84095,PV,16.95,0.0,2.985,-0.606,1.0,solar,0.0,84095.0,PV_BALIN ROA,False
84096-LR,84096,PV,21.2,0.0,6.36,-1.291,1.0,solar,0.0,84096.0,PV_LOUGH ROA,False
84097-MR,84097,PV,20.7,0.0,6.21,-1.261,1.0,solar,0.0,84097.0,PV_MAG ROAD,False
87991-BR,87991,PV,29.81,0.0,8.94,-1.815,1.0,solar,0.0,87991.0,PV_BANN ROAD,False
87995-FR,87995,PV,5.209,0.0,2.5,-0.508,1.0,solar,0.0,87995.0,PV_FIN ROAD,False
88539-BB,88539,PV,9.98,0.0,5.298,-1.076,1.0,unknown,60.0,88539.0,ROSE_BIO,False
90540-LH,90540,PV,9.0,0.0,2.82,-0.573,1.0,solar,0.0,90540.0,PV_LHIL,False
86221 import,86221,Slack,500.0,0.0,,0.0,1.0,import,150.0,,,
86221 export,86221,PV,500.0,0.0,,0.0,-1.0,export,-0.0,,,
GB_EWIC import,GB_EWIC,Slack,530.0,0.0,,0.0,1.0,import,150.0,,,
GB_EWIC export,GB_EWIC,PV,530.0,0.0,,0.0,-1.0,export,-0.0,,,
GB_GREENLINK import,GB_GREENLINK,Slack,530.0,0.0,,0.0,1.0,import,150.0,,,
GB_GREENLINK export,GB_GREENLINK,PV,530.0,0.0,,0.0,-1.0,export,-0.0,,,
